명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
서민수산회,42271,,,대구광역시 수성구 달구벌대로641길 7,35.8410503310,128.7074702853,"서민수산회는 대구광역시 수성구 매호동에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대구광역시에서 최초로 자외선 살균 수족관을 설치한 곳이다. 생선회는 방짜유기에 담아 신선도를 유지한다. 대표 메뉴는 농어, 대물 참돔, 자연산참가자미가 나오는 금은동메달세트다. 이 밖에 모듬회, 멍게, 낙지, 백만장자 물회, 백만장자 회덮밥 등을 맛볼 수 있다. 대구 지하철 2호선 신매역과 수성IC에서 가깝다. 인근에는 아이니테마파크, 대구삼성라이온즈파크가 있어 연계 관광에 나서기 좋다.",053-793-1898,,,있음/주차요금 없음,0,,"11:30~22:30, 브레이크 타임 14:00~16:00",연중무휴,금은동메달세트(농어+대물참돔+자연산참가자미),"모듬회, 멍게, 낙지, 백만장자 물회, 백만장자 회덮밥 등",,,가능,가능,가능,"화장실:남녀 구분
",20020175690
살맛나는집,42134,,,대구광역시 수성구 희망로 137-1,35.8473367803,128.6139144558,"살맛나는집은 대구광역시 수성구 중동에 있다. 고풍스러운 멋을 풍기는 외관과 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 백탄 참숯에 구워서 먹는 생 갈비살과 꽃등심이다. 이 밖에 토시살, 안창살 등 한우의 여러 부위를 맛볼 수 있다. 한정식 코스 요리도 인기다. 살맛나는밥상이란 메뉴를 주문하면 전복죽, 연어회, 수수전, 표고 탕수, 갈비찜, 대하구이, 꽃등심 스테이크 등이 상에 오른다. 점심특선 한정식코스 요리는 오후 3시 전까지 주문할 수 있다. 수성IC에서 가깝고, 인근에 대구어린이교통랜드, 국립대구박물관이 있다.",053-761-0008,,,있음(발레파킹)/주차요금 없음,0,,"11:30~22:00, 브레이크 타임 15:00~17:00",연중무휴,생 갈비살,"꽃등심, 토시살, 안창살, 좋은밥상, 살맛나는밥상 등",,,가능,가능,가능,"화장실:남녀 구분
",20010175089
호남원조식당,41870,,,대구광역시 서구 달구벌대로375길 26-1,35.8630064378,128.5710233535,"호남원조식당은 대구광역시 서구 내당동 소재 반고개무침회 골목에 있다. 1968년에 영업을 시작한 무침회 전문점이다. KBS 2TV 시사 교양 프로그램 생생 정보통에 출연한 바 있다. 깔끔한 외관과 인테리어가 돋보이며, 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다.
대표 메뉴는 호남무침회다. 삶은 오징어와 소라, 무, 미나리 등의 채소, 고춧가루를 기본으로 한 매콤한 양념이 어우러졌다. 밥을 비벼서 먹어도 맛있고, 육전이나 납작만두를 곁들여도 별미다. 대구 지하철 2호선 반고개역과 서대구IC에서 가깝다. 인근에는 청라언덕, 대구근대역사관, 이월드가 있어 연계 여행에 나서기 쉽다.",053-557-5451,,,있음(무료),0,,"식사 11:00~22:00, 포장 08:00~22:00",연중무휴,호남무침회,"호남무침회육전set, 아나고무침, 가오리무침, 납작만두 등",,,가능,가능,가능,"화장실:남녀구분
",19870163042
룰리커피,42260,,,대구광역시 수성구 고모로 188,35.8565425061,128.6795556428,"룰리커피는 대구광역시 수성구 고모동에 있다. 이국적인 외관과 세련된 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 에디오피아 빌로야 G1이다. 브라질 그란자 송 프란시스코 PN, 콜롬비아 포파얀 수프리모, 과테말라 라구나 데 아야르자, 인도네시아 만델링 G1 등도 맛볼 수 있다. 동대구IC에서 가깝고, 인근에 아이니테마파크, 수성패밀리파크, 국립대구박물관이 있다.",070-4671-6089,,,있음(무료),0,,매일 10:00~23:00,연중무휴,에디오피아 빌로야 G1,"브라질 그란자 송 프란시스코 PN, 콜롬비아 포파얀 수프리모, 과테말라 라구나 데 아야르자, 인도네시아 만델링 G1 등",,,가능,가능,,"화장실:남녀구분
",20190175744
르그랑팔레드 고바슨 수성점,42217,,,대구광역시 수성구 용학로 106-7수성스퀘어 1층,35.8244394704,128.6193062845,"르그랑팔레드 고바슨 수성점은 대구광역시 수성구 두산동에 있다. 수성못과 맞닿아 있어 멋진 풍경을 감상하며 음료 등을 즐길 수 있다. 현대적인 감각이 돋보이는 외관과 세련된 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 드챔버이며, 고바 아메리카노, 과테말라 게이샤, 드아르 라떼, 발리에 라떼 등도 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-768-3133,,,있음(무료),0,,매일 11:00~04:00,연중무휴,드챔버,"고바 아메리카노, 과테말라 게이샤, 드아르 라떼, 발리에 라떼 등",,,가능,가능,,"화장실:남녀구분
",20190176074
면장수,42174,,,대구광역시 수성구 무학로 105,35.8303582598,128.6201032722,"면장수 대구광역시 수성구 두산동에 있다. 모던한 멋을 풍기는 외관과 편안한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋고, 어린이 놀이방도 갖추어져 있다. 대표 메뉴는 장수칼국수다. 이 밖에 얼큰이칼국수, 들깨칼국수, 햅쌀떡국, 산채비빔밥, 돌솥비빔밥, 뚝배기불고기, 해물부추전, 한방삼겹보쌈 등을 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-766-6114,,,"있음(발레파킹, 무료)",0,,"매일 11:00~22:00, 브레이크 타임 16:00~16:30",연중무휴,장수칼국수,"얼큰이칼국수, 들깨칼국수, 햅쌀떡국, 산채비빔밥, 해물부추전 등",,,가능,가능,가능,"화장실:남녀구분
",20000176481
산중식당,41007,,,대구광역시 동구 팔공산로185길 55,35.9901998692,128.6944728065,"산중식당은 대구광역시 동구 용수동에 있는 한식 전문 식당으로 1989년 대구광역시 향토음식점 제1호점으로 지정받은 곳이다. TV 프로그램에 소개된 맛집으로 대표 메뉴는 국내산 암퇘지로 만든 보쌈, 매년 4~5월에 채취해 급속 냉동 보관해 두고 1년 내내 사용하는 곤드레가마솥밥이다. 세트 메뉴로 “사랑담다”와 “가득담다”가 있어 취향대로 골라 먹을 수 있다. 불쭈꾸미 볶음, 가오리무침, 모둠보쌈, 묵사발도 맛있다. 팔공산 케이블카 입구에 있어 찾기 쉽고 인근에 팔공산도립공원, 대구동화사 등이 있다.",053-982-0077,,,있음 / 주차요금 무료,0,,11:30~21:00 (브레이크 타임 15:30~17:00),연중무휴,사랑담다,"가득담다, 불쭈꾸미볶음, 보쌈고기, 묵사발 등",,,가능,가능,,"화장실:남녀 구분
",19870160054
풀하우스,41943,,,대구광역시 중구 달구벌대로 2109-21,35.8663453701,128.5938823582,"1982부터 40년간 운영되어온 반월당 터줏대감 레스토랑이다.  mbc 시시각각 맛집 인테리어로 소개된 곳으로 대표메뉴는 함박스테이크, 돈까스이다. 인테리어는 대구 유명 건축가 박재봉 선생의 대표작이다. 90년대 인테리어로 많은 분들의 사랑을 받고있다.  메인메뉴 주문 시 샐러드바 디저트, 음료와 커피 무한리필이며 가성비로 즐길 수 있다. 위치는 옛 화방골목으로 반월당 12번 출구로 나오면 더욱 쉽게 찾을 수 있다.",053-424-2210,,,,0,,11:00 ~ 01:00,일요일,돈까스 풀코스,돈까스 풀코스 / 함박스테이크 풀코스 / 목살스테이크 풀코스 외,,,가능,가능,전화문의,,19910158082
티아이티에프,41007,,,대구광역시 동구 팔공산로 1169,35.9882833871,128.6927119045,"티아이티에프는 대구광역시 동구 용수동에 있다. 이국적인 외관과 모던한 분위기를 연출하는 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 유명 작가의 개인전 등 전시 행사를 개최하는 갤러리도 함께 운영 중이다. 대표 메뉴는 브루잉커피다. 이 밖에 카페라떼, 아인슈페너 등을 맛볼 수 있다. 베이커리에서는 당일 판매를 원칙으로 매일 빵을 만들고 있으며, 팽도르외 마스카포네 티라미수 등 여러 가지 빵을 판다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.",053-985-7755,,,있음 / 주차요금 무료,0,,11:00~23:00,연중무휴,브루잉커피,"팽도르, 카페라떼, 마스카포네 티라미수, 아인슈페너 등",,,가능,가능,,"화장실:남녀구분
",20150160517
스테이블모먼트,41528,,,대구광역시 북구 복현로8길 19-36,35.8973896672,128.6258203454,"스테이블모먼트는 대구광역시 북구 복현동에 있다. 모던한 멋이 풍기는 외관과 세련된 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 아몬드크림라떼다. 이 밖에 스테이블커피, 아메리카노, 에스프레소, 크림라떼 등을 맛볼 수 있다. 당일 생산하고 남은 것은 당일 폐기하는 각종 빵도 판다. 불로 IC에서 가깝고, 인근에 공항교강변공원, 대구평화시장닭똥집골목, 대구아쿠아리움이 있다.",070-8805-9907,,,있음 / 주차요금 무료,0,,10:00~22:30,연중무휴,아몬드크림라떼,"스테이블커피, 아메리카노, 에스프레소, 크림라떼 등",,,가능,가능,,"화장실:남녀구분
",20190169873
삼수장어 두산오거리점,42175,,,대구광역시 수성구 무학로 123,35.8304138458,128.6220864292,"삼수장어 두산오거리점은 대구광역시 수성구 두산동에 있다. 현대적인 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 평일 오후 3시까지만 주문할 수 있는 점심 특선 장어정식이다. 장어구이, 된장찌개, 여러 가지 반찬이 상에 오른다. 장어덮밥과 장녹수탕이 함께 나오는 덮밥정식도 점심 특선 메뉴로 인기다. 이 밖에 매운 해물 야끼소바, 삼수소면 등을 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-781-3300,,,있음 / 주차요금 무료,0,,11:30~22:00(브레이크 타임 15:30~17:00),연중무휴,장어정식,"덮밥정식, 매운 해물 야끼소바, 장녹수탕, 삼수소면 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20080174371
초이스엠,41000,,,대구광역시 동구 팔공산로 260,35.9929286227,128.6139492759,"초이스엠은 대구광역시 동구 덕곡동에 있는 베이커리 카페다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 모든 빵은 첨가물 없이 천연 발효로 만들며, 국산 쌀가루 70%를 넣는다. 대표 메뉴는 27겹 몽블랑이다. 이 밖에 호두단팥빵, 허니토스트, 수제초코파이, 카푸치노 등을 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.",053-983-7272,,,있음 / 주차요금 무료,0,,10:00~21:00,연중무휴,27겹 몽블랑,"호두단팥빵, 허니토스트, 수제초코파이, 카푸치노 등",,,가능,가능,,"화장실:남녀구분
",20090160257
수다레스토랑,41007,,,대구광역시 동구 동화사2길 21-10,35.9910887297,128.6983529952,"수다레스토랑은 대구광역시 동구 용수동에 있다. 1층 카페, 2층 레스토랑으로 이루어졌으며, 내부에는 단체석이 있어 각종 모임을 하기 좋다. 반려동물과 함께 입장할 수 있으며, 좌석은 일반 손님과 분리되어 있다. 대표 메뉴는 오징어 먹물이 들어가는 매콤하고 쫄깃한 스퀴드잉크파스타다. 부드럽게 녹는 소고기에 수제 와인 소스를 곁들인 소고기 스테이크, 돼지고기와 수제소스가 어우러진 목살 팔공산스테이크도 인기다. 이 밖에 해산물을 가득 넣어 바다의 풍미를 즐길 수 있는 씨푸드크림파스타 등도 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.
※ 반려동물 동반 가능(목줄, 배변봉투 지참)",053-982-1833,,,있음 / 주차요금 무료,0,,11:30~21:00(주말 브레이크 타임 16:00~17:00),연중무휴,스퀴드잉크파스타 or 리조또,"소고기 스테이크, 타이거쉬림프로제파스타 or 리조또, 목살 팔공산스테이크, 씨푸드크림파스타 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20130160206
인스퍼레이션디동촌유원지,41170,,,대구광역시 동구 효동로6길 57,35.8832972478,128.6490909113,"인스퍼레이션디동촌유원지는 대구광역시 동구 효목동에 있다. 모던한 멋을 풍기는 외관과 깔끔한 분위기를 연출하는 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 창밖으로 보이는 숲의 풍경도 멋지다. 대표 메뉴는 아메리카노다. 이 밖에 카페라테, 바닐라라테, 딸기라테, 아인슈페너, 바닐라 크로플 등을 맛볼 수 있다. 대구 지하철 1호선 동촌역과 동대구 IC에서 가깝다. 인근에는 대구아쿠아리움, 해맞이공원, 동촌유원지가 있다.",053-952-7711,,,있음 / 주차요금 무료,0,,10:30~23:00,연중무휴,아메리카노,"카페라테, 바닐라라테, 딸기라테, 아인슈페너, 바닐라크로플 등",,,가능,가능,,"화장실:남녀구분
",20180161902
앞산게장,42490,,,대구광역시 남구 앞산순환로 4731층,35.8324322209,128.5764403928,"앞산게장은 대구광역시 남구 대명동 소재 앞산맛둘레길 인근에 있는 무한리필 음식점이다. 깔끔한 외관과 내부 인테리어가 눈에 띈다. 대표 메뉴는 국내산 간장 꽃게장이다. 이 밖에 국내산 양념 꽃게장, 게살비빔밥, 듬뿍 전복죽, 듬뿍 전복밥, 전복+새우장 등을 맛볼 수 있다. 무한리필을 누릴 수 있는 시간은 오전 11시 30분부터 오후 3시까지, 오후 5시부터 8시까지 하루 두 번이다. 파동IC에서 가깝고, 인근에 앞산해넘이전망대, 앞산카페거리, 안지랑곱창거리가 있어 연계 여행에 나서기 수월하다.",053-656-8949,,,있음(무료),0,,"매일 11:30~21:30, 브레이크 타임 15:30~17:00",연중무휴,국내산 간장 꽃게장,"국내산 양념 꽃게장, 게살비빔밥, 듬뿍 전복죽, 듬뿍 전복밥, 전복+새우장 등",,,가능,가능,,"화장실:있음
",20050166078
지오네 키친,42489,,,대구광역시 남구 현충로 21,35.8347264603,128.5794289544,"지오네키친은 대구광역시 남구 대명동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 타이거새우, 감자, 바질페스토를 넣어 만든 새우제노베제다. 여러 가지 해산물을 아낌없이 넣어 만든 깔끔하고 담백한 나폴리풍 해산물 오일 파스타도 인기다. 이 밖에 쫄깃하고 신선한 맛으로 유명한 마르게리타 피자 등도 맛볼 수 있다. 대구 지하철 1호선 현충로역과 파동IC에서 가깝고 인근에 앞산해넘이전망대, 앞산카페거리, 안지랑곱창거리가 있다.",053-426-3992,,,있음(무료),0,,"매일 11:30~22:00, 브레이크 타임 16:10~17:00",연중무휴,새우제노베제,"나폴리풍 해산물 오일 파스타, 마르게리타 피자, 카치오에페페, 페스카토레 등",,,가능,가능,가능,"화장실:있음
",20180167038
째미핑거,41007,,,대구광역시 동구 팔공산로 1165-7,35.9888361031,128.6927563294,"째미핑거는 대구광역시 동구 용수동에 있다. 외관과 인테리어를 마주하면 북유럽이 연상된다. 특유의 색감과 더불어 아기자기한 소품이 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 째미크림라떼다. 이 밖에 피넛쨈몬드라떼, 아메리카노, 카페라떼, 아이스크림라떼 등을 맛볼 수 있다. 주차 공간은 매장에 2대, 매장 앞 골목에 8대를 주차할 수 있다. 주말에는 대구시민안전테마파크에 주차하면 된다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.",070-8873-2254,,,있음 / 주차요금 무료,0,,11:00~22:00,"매달 2, 4번째 화요일",째미크림라떼,"피넛쨈몬드라떼, 아메리카노, 카페라떼, 아이스크림라떼 등",,,가능,가능,,,20200161709
커들포드,41016,,,대구광역시 동구 팔공로 1334,35.9593650086,128.7232600252,"커들포드는 대구광역시 동구 진인동에 있는 베이커리 카페다. 모던한 느낌의 외관과 깔끔한 분위기의 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 2층으로 이루어져 있는데, 테라스가 있는 2층은 안전사고 방지를 위해 14세 이하는 입장할 수 없는 노키즈존으로 운영된다. 외부에 마련된 정원에는 모래 놀이터가 있다. 대표 메뉴는 에스프레소다. 이 밖에 아메리카노, 카페라떼, 바닐라라떼, 아몬드라떼, 인도네시아 만델링 등을 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.
※ 반려동물 동반 불가",010-8667-2566,,,있음 / 주차요금 무료,0,,10:00~23:00,연중무휴,에스프레소,"아메리카노, 카페라떼, 바닐라라떼, 아몬드라떼, 인도네시아 만델링 등",,,가능,가능,,"화장실:남녀구분
",20200161801
카펠라,42490,,,대구광역시 남구 앞산순환로 449,35.8316128248,128.5740434042,"카펠라는 대구광역시 남구 대명동에 있다. 고급스러운 느낌의 외관과 세련되고 아늑하게 꾸며진 인테리어가 돋보인다. 통창 너머로 계절마다 바뀌는 앞산의 풍경을 감상하기 좋다. 야간에는 3층 루프탑에 올라 멋진 야경을 벗 삼아 음료나 디저트를 즐길 수 있다. 대표 메뉴는 에스프레소이며, 이 밖에 아메리카노, 바닐라빈라떼, 연유라떼, 더치아메리카노 등을 맛볼 수 있다. 파동IC에서 가깝고, 주변에 앞산해넘이전망대와 먹자거리인 앞산맛둘레길과 안지랑곱창거리가 있어 연계 여행에 나서기 쉽다.",010-3633-9046,,,있음(무료),0,,"평일 10:00~22:00, 주말 10:00~23:00",연중무휴,에스프레소,"아메리카노, 바닐라빈라떼, 연유라떼, 더치아메리카노 등",,,가능,가능,,"화장실:있음
",20190167346
탑골식당,41007,,,대구광역시 동구 동화사2길 21-71층,35.9912775903,128.6980057983,"탑골식당은 대구광역시 동구 용수동에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 펜션, 노래방, 회의실, 바비큐 등 부대시설도 알차다. 대표 메뉴는 시래바정식으로 참나무에 훈연한 3가지 바비큐 소시지, 팔공산에서 재배한 각종 산나물 등이 상에 오른다. 바닷바람에 말린 시래기로 만든 시래기밥, 고화력으로 구운 오리훈제 등이 나오는 시래오정식도 인기다. 이 밖에 참나무장작바베큐정식, 유황오리훈제정식, 쫄깃담백 흑토종닭백숙 등도 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.
※ 반려동물 동반 가능(목줄, 배변봉투 지참)",053-981-4771,,,있음 / 주차요금 무료,0,,11:30~21:00,월요일,시래바정식,"시래오정식, 참나무장작바베큐정식, 유황오리훈제정식, 쫄깃담백 흑토종닭백숙 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20050160044
슬로우스톤,42991,,,대구광역시 달성군 휴양림길 109,35.6880054202,128.4965847435,"슬로우스톤은 대구광역시 달성군 유가읍 용리에 있다. 비슬산과 맞닿아 있어 주변 경관이 훌륭하다. 외관과 인테리어는 모던한 분위기를 풍긴다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 스톤슈페너다. 이 밖에 바질페스토 냉카펠리니, 아메리카노, 피치선셋, 잉글리쉬 브렉퍼스트 등을 맛볼 수 있다. 브런치 메뉴는 오후 4시까지 주문할 수 있다. 북현풍(하이패스) IC에서 가깝고, 인근에 비슬산자연휴양림, 비슬산치유의숲이 있다.",053-614-5498,,,있음/주차요금 없음,0,,10:30~21:00,연중무휴,스톤슈페너,"바질페스토 냉카펠리니, 아메리카노, 피치선셋, 잉글리쉬 브렉퍼스트 등",,,가능,가능,,"화장실:남녀 구분
",19960188164
트리팜,41000,,,대구광역시 동구 서촌로 133,35.9859295611,128.6217876698,"트리팜은 대구광역시 동구 송정동에 있다. 소나무가 우거진 숲속에 있어 자연 친화적인 느낌이다. 모던한 느낌의 외관과 깔끔한 분위기를 연출하는 인테리어도 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 멜팅 버터 토스트다. 이 밖에 아메리카노, 라떼, 바닐라 라떼, 플랫화이트, 아포가토 등을 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.
※ 반려동물 동반 가능(목줄, 배변봉투 지참)",053-986-2220,,,있음 / 주차요금 무료,0,,11:00~22:00,연중무휴,멜팅 버터 토스트,"아메리카노, 라떼, 바닐라 라떼, 플랫화이트, 아포가토 등",,,가능,가능,,"화장실:남녀구분
",20140160679
오퐁드부아,42939,,,대구광역시 달성군 주리2길 104,35.7524614839,128.6184944645,"오퐁드부아는 대구광역시 달성군 가창면 주리에 있다. 외관은 한옥으로 지어져 고풍스러운 멋을 풍긴다. 내부는 한옥 양식과 현대적인 인테리어가 공존하고 있으며, 단체석이 있어 각종 모임을 하기 좋다. 외부 널찍한 정원에는 프라이빗한 공간이 마련되어 있다. 대표 메뉴는 에스프레소다. 이 밖에 바게트, 깜바뉴, 감자크림 치아바타, 발로나 쇼콜라 파운드 등도 맛볼 수 있다. 파동 IC에서 가깝고, 인근에 워터파크 스파밸리가 있다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",0507-1348-0101,,,있음/주차요금 없음,0,,"평일 11:00~21:00, 주말 11:00~22:00",연중무휴,에스프레소,"바게트, 깜바뉴, 감자크림 치아바타, 발로나 쇼콜라 파운드 등",,,가능,,,,19890188029
제니아빈,42714,,,대구광역시 달서구 성서공단로15길 102층,35.8358719241,128.4908061747,"제니아빈은 대구광역시 달서구 호림동 소재 모다아울렛 대구점 인근에 있다. 1,200㎡ 규모로 고급스러운 인테리어가 돋보인다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 아포가토이며, 이 밖에 팥빙수, 레몬에이드, 자몽에이드, 달고나커피, 연유라떼 등도 맛볼 수 있다. 달서IC에서 가깝고, 주변에 강정보디아크광장, 달성습지 생태학습관이 있어 연계 여행에 나서기 수월하다.",010-2020-1164,,,있음(무료),0,,매일 09:00~23:00,연중무휴,아포가토,"팥빙수, 레몬에이드, 자몽에이드, 달고나커피, 연유라떼 등",,,가능,가능,,"화장실:있음
",20190183673
하이브,41001,,,대구광역시 동구 파계로 653,35.9884628656,128.6357280360,"하이브는 대구광역시 동구 중대동에 있다. 카페에 발을 들이면 자연 친화적인 분위기를 느낄 수 있다. 모던한 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 루프탑에 오르면 멋진 풍경이 펼쳐진다. 대표 메뉴는 롱블랙(아메리카노)이다. 이 밖에 메이플, 초콜릿, 시나몬이 어우러진 아이스크림 크로플, 호밀빵에 소시지와 브라운 치즈를 넣은 아보카도 브런치, 싱가포르 전통 햄으로 만든 카야 토스트 등도 맛볼 수 있다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.",010-3444-5240,,,있음 / 주차요금 무료,0,,10:30~22:00,연중무휴,롱블랙(아메리카노),"카페라떼, 아이스크림 크로플, 아보카도 브런치, 카야 토스트 등",,,가능,가능,,"화장실:남녀구분
",20200161647
유가제빵소,43024,,,대구광역시 달성군 테크노중앙대로1길 35,35.6729841578,128.4562192616,"유가제빵소는 대구광역시 달성군 유가읍 유곡리에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 정통 치아바타, 국내산 수제팥, 프랑스산 고메버터가 조화롭게 어우러진 앙버터다. 이 밖에 몽블랑, 쌀 단팥빵, 에스프레소, 아메리카노, 카페라떼 등을 맛볼 수 있다. 북현풍(하이패스) IC에서 가깝고, 인근에 비슬산자연휴양림, 비슬산치유의숲이 있다.",053-611-0040,,,,0,,10:00~21:00,"월요일. 단, 월요일이 공휴일일 경우 정상 영업, 익일 휴무",앙버터,"몽블랑, 쌀단팥빵, 에스프레소, 아메리카노, 카페라떼 등",,,,,,,20210189094
쿄우다이,42786,,,대구광역시 달서구 월배로46길 72킹스빌 1층,35.8158084062,128.5386441821,"쿄우다이는 대구광역시 달서구 상인동에 있다. 일본 감성이 느껴지는 외관과 인테리어가 눈에 띈다. 대표 메뉴는 여러 종류의 초밥 20개를 비롯해 면류, 새우튀김 등이 나오는 모듬초밥 2인 세트다. 이 밖에 연어세트, 돈가스세트, 돈코츠라멘, 쇼우라멘, 우동, 냉모밀 등을 맛볼 수 있다. 대구 지하철 1호선 상인역과 남대구IC에서 가깝다. 인근에는 월곡역사공원, 앞산해넘이전망대가 있다.",053-629-7333,,,있음,0,,"매일 11:30~21:30, 브레이크 타임 14:30~16:30",연중무휴,모듬초밥 2인 세트,"연어세트, 돈가스세트, 돈코츠라멘, 쇼우라멘, 우동, 냉모밀 등",,,가능,가능,,,20160166065
센도리,42173,,,대구광역시 수성구 들안로 38,35.8331606685,128.6172839979,"센도리는 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 랍스터 오븐구이를 메인으로 구성된 런치특선A와 B다. 이 밖에 일반코스A와 B, 패밀리코스, 로얄패밀리 코스 등을 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-765-4200,,,있음 / 주차요금 무료,0,,11:30~22:00(평일 브레이크 타임 15:00~17:00),연중무휴,런치특선A,"런치특선B, 일반코스A, 일반코스B, 패밀리코스 등",,,가능,가능,,"화장실:남녀구분
",20000176591
자연충만,42967,,,대구광역시 달성군 마비정길 163,35.7828814807,128.5334538837,"자연충만은 대구광역시 달성군 화원읍 본리리에 있다. 카페 명칭처럼 자연 그대로를 만끽할 수 있는 공간이 있다. 모던한 분위기의 외관과 인테리어도 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 고소한 견과류의 맛을 느낄 수 있는 아메리카노다. 부드러운 우유와 고소한 원두가 어우러진 카페라떼도 인기다. 이 밖에 리치 헤이즐넛 라떼, 수제 바닐라빈 시럽 라떼, 쑥라떼 등도 맛볼 수 있다. 화원옥포 IC에서 가깝고, 인근에 화원자연휴양림이 있다.
※반려동물 동반 가능(목줄, 배변봉투 지참)",053-552-8000,,,있음/주차요금 없음,0,,11:00~20:30,연중무휴,아메리카노,"카페라떼, 리치 헤이즐넛 라떼, 수제 바닐라빈 시럽 라떼, 쑥라떼 등",,,가능,가능,,"화장실:남녀 구분
",20210189142
