명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
물레책방,42087,,,대구광역시 수성구 달구벌대로492길 15,35.8574443078,128.6322570037,"지난 2010년 4월 23일 ‘세계 책의 날’ 문을 연, 대구 최초의 ‘헌책방을 기반으로 한 문화공간’. 《녹색평론》 편집실이 2008년 서울로 이전하기 전까지 있던 수성구 범어동의 3층 건물 지하에 위치해 있다. 기존 헌책방들의 ‘주 수입원’인 참고서와 이월잡지를 배제하고, 문사철(文史哲) 중심의 단행본들과 대구 지역에서 활동하는 작가들이 펴낸 출판물들을 위주로 운영하고 있다. 매달 책방 내에서 정기적으로 단편영화, 다큐멘터리 상영회와 토크 콘서트, 인디밴드 공연, 감상회 등을 가지는 한편, 비정기적으로 다양한 인문학 강좌들을 함께 열고 있다.<br /><br /><출처 : 물레책방><br>",,053-753-0423,,"매주 화요일, 목요일, 일요일",,,,,12:00 ~ 21:00,,없음,없음,,
리조트 스파밸리,42938,,,대구광역시 달성군 가창면 가창로 891,35.7881605357,128.6353392148,"대구 달성군 주암산 자락에 위치한 Resort 스파밸리의 물은 무척 특별하다. 모든 시설에 공급하는 물은 음용 가능한 육각 온천수. 육각 온천수는 화학적 구조가 육각형 고리 구조를 이루는 온천수로 지속적으로 섭취하면 아토피 개선과 당뇨, 고혈압 등 각종 성인병 예방에 도움이 된다고 알려졌다. 실제 물놀이를 즐기며 자연스레 증상 호전 효과를 얻은 사례가 많아 수시로 방문하는 가족 단위 방문객이 많다.<br>",,1688-8511,,,,,,,,,없음,없음,,"입 장 료:(시즌별 가격 상이, 홈페이지 참조)
"
내곡 모감주나무군락,,,,"대구광역시 동구 내곡동 221, 산91",35.8839963437,128.7544705034,"모감주나무는 중국·대만·일본 등지에 분포하며 우리나라에서는 황해도와 강원도 이남에서 자라고 있다. 여름에 노란 꽃이 피고 열매는 콩알보다 약간 큰데 열매가 둥글고 검으며 윤기가 있어 염주를 만드는데 쓰인다. 스님들은 이 열매로 염주를 만들기 때문에 염주나무 또는 보리수라 부른다.
내곡 모감주나무군락은 1990년 5월 15일 대구광역시기념물로 지정되었다. 다른 지역의 모감주나무보다 둘레나 나이면에서 훨씬 크고 오래되었으며 나무의 보호측면이나 희귀수종보호 및 생물학적인 측면에서 중요한 가치를 지니고 있다.",,대구광역시 동구 관광과 053-662-4103,,연중무휴,,전연령,,,,,없음,없음,,"입 장 료:무료
"
나불지 생태공원,,,,대구광역시 동구 각산동 134,35.8797600682,128.7197653430,"대구 팔공산 초레봉 등산길 끝자락에 자리잡은 이 곳은 나무테크가 잘되어 있고 물레방아, 전통담장이 있고 밤에 거닐 수 있도록 조명시설도 좋다. 둘레를 걷고 쉬고 정자에 앉아 초레봉을 바라볼 수 있는 휴식공간이다.
여름엔 연꽃들이 피어나고 주변에는 과수원이 있어 시골 흥취를 느낄 수 있다.",,대구 동구청 관광과 053-662-4077,,연중무휴,,전연령,,,,가능,없음,없음,,
엄마아빠어렸을적에,39058,,,대구광역시 군위군 산성면 산성가음로 722,36.1278370758,128.6966742860,"‘엄마, 아빠 어렸을 적에’는 화본역 인근에는 폐교된 옛 산성중학교를 리모델링하여 1960, 70년대의 생활상 등을 체험할 수 있도록 한 추억의 학교 테마 박물관이다.<br>추억의 학교에는 40~50여 년 전의 시골학교 교실을 비롯해 이발소, 사진관, 소리사, 만화방, 문방구, 구멍가게, 연탄가게 등이 그대로 재현되어있다. 옛날교복, 옛날오락, 승마 등 여러 체험요소가 많아 추억여행이나 승마체험, 촬영지 등으로 관광객들이 많이 찾는 군위의 관광지이다.",,053-382-3361,,연중무휴,"유료체험, 무료체험, 꽃마을 체험장",전연령,,,"* 하절기(3월~10월) 09:00 ~18:00<br/>
* 동절기(11월~2월) 09:00~17:00<br/>
※ 관람종료 30분 전까지만 입장가능",가능,없음,불가,,"입 장 료:* 중학생~성인 2,000원<br/>
* 만3세~초등학생 1,500원<br/>
* 단체(20명)이상 1,000원<br/>
※ 유료체험요금 별도 부과(평일에는 일부 유료체험 불가능)
"
구암동 고분군,41472,,,대구광역시 북구 구암동(구암동),35.9294127350,128.5671801767,"* 삼국시대 대규모 고분군, 구암동 고분군 *
구암동 고분군은 함지산의 서쪽 산록에 입지하여 금호강의 갈래인 팔거천이 흐르는 팔거평야를 바라보는 곳에 위치한다. 고분군이 분포하는 능선은 여러 갈래로 나뉘어져 있고 경사가 심한 편이며 구릉의 능선 위에는 대형분이, 경사면 일대에는 소형분이 입지하여 총 379기가 분포하고 있는 대규모 고분군으로 국가지정문화재로 지정되었다.

* 신라·가야 고분에서 무덤 구조가 특이한 구암동 고분군의 특징 *
첫째, 봉분을 적석으로 만들고 매장주체부는 석곽으로 축조한 적석석곽분이라는 특이한 구조가 확인된다. 
둘째, 한 봉분 내에 여러 매장주체부가 축조되는 연접방식의 축조가 확인된다.
셋째, 매장주체부는 수혈식 석곽으로 주곽과 부곽이 ‘11’자 형태를 이루는 양상이 확인된다.",,053-325-2344,,"매주월요일, 1월 1일, 설· 추석명절 탐방안내소 휴무",,,,,,운암지공영주차장 있음,없음,없음,,"입 장 료:무료		

주차요금:30분에 600원(이후 10분 당 300원), 하루 최대 6천원<br />
※ 주말, 공휴일 무료

한국어 안내서비스:사전예약 필수		

"
동호서당·동호유적공원,,,,대구광역시 동구 동내동 1112-2,35.8838794166,128.7397579123,"1. 동호서당

의병장 면와 황경림(勉窩 黃慶霖,1566~1629)을 위하여 하양현의 사림(士林)들이 1820년에 세운 동호사(東湖祠)에서 유래한다. 동호사는 1872년 조선 고종 때 서원철폐령으로인해 수년간 방치하였다가 1875년 본 건물을 중건하였다. 그 후 1921년 중수하면서 서당으로 명칭을 바꾸었으며, 2013년 12월에 다시 증수하였다.

황경림은 조선 세종때 정승이던 황희(黃喜)의 후손으로 이 곳 동내동의 입향조(入響祖)이다. 1592년 임진왜란이 일어나자 하양지역에서 의병을 일읔 의병장이 되어 권응수, 곽재우 등과 함께 여러 전투에 참가하여 큰 공적을 세웠다. 이러한 업적을 높게 평가한 조정에서 여러번 벼슬을 내렸으나 사양하고 후진양성에 힘쓰며 학문을 토론하였다. 사후 창의공신(倡義功臣)의 휘호를 받았다. 서당의 규모는 정면 4칸, 측면 1칸의 팔작지붕 건물이다. 좌측에 2칸 온돌방을 두고 우측에 2칸 마루를 두었는데 전반적으로 소박하게 건물을 꾸몄다.      

2. 대구 신서혁신도시 동호유적공원

대구 신서혁신도시택지개발지구내에서 발굴조사한 문화유적중 대표적인 청동기 시대 지석묘(고인돌)과 석관묘를 원형 그대로 이전·전시함으로써 이를 영구히 보존하면서 시민들에게 당시의 매장의례를 자연스럽게 접할 수 있도록 조성한 곳이다. 이곳 대구 신서혁신도시지구는 팔공산괴에서 남쪽(금호강)으로 뻗어 내리는 많은 구릉들의 끝단지이자 곡부에 의해 형성된 선상지형 충적평야지대에 자리를 잡아 입지적 환경이 좋은 곳이다. 이는 청동기시대 이래로 조선시대와 근대에 이르기까지 많은 삶의 흔적들이 남아서 조사되었음이 증명한다.",,053-627-8986,,연중무휴,,전연령,,,00:00~24:00,주차가능,없음,없음,,"입 장 료:무료
"
이천동고미술거리,42431,,,대구광역시 남구 명덕로 262,35.8553467018,128.5985933601,"1960년대부터 형성된 문화재매매업소가 모여있는 곳으로 과거 우리선인들이 사용한 민속품,도자기,고가구를 많이 보유하고 있고 현대인에게 생소한 조상들의 생필품들이 가득하여 구경하는 재미가 쏠쏠하다. 외국인에게 인기가 많으며 특히, 일본인은 지도와 정보를 입수하여 찾아온다고 한다. 외국인에게 많은 사랑을 받으며 경외감을 주는 우리 고미술품에 우리나라사람들의 관심과 사랑이 어느때보다 필요하다. 고미술품에 관심이 있다면 꼭 한번 방문할 만한 관광지로 추천한다.",,053-664-3252,,연중무휴,,전연령,,,,,없음,가능,,"입 장 료:무료
"
서리지 수변생태공원,41407,,,대구광역시 북구 동호길 96(동호동),35.9635059441,128.5590854951,"서리지 수변생태공원은 도심 친수공간이자 여가를 즐길 수 있는 힐링장소이다. 특색있는 식물을 식재한 암석원, 가드닝 체험장, 어린이들이 놀 수 있는 놀이터, 팔각정자 등이 조성되었고, 녹지공간에는 소나무 등 수목 52종 3만 5천 그루와 수변공간에 어울리는 물억새 등 초화류 31종 11만 포기를 식재해 경관이 훌륭하다. 2km의 서리지 둘레길을 한바퀴 돌아보면 생명력 가득한 생태안에서 하는 걷기 운동은 효과가 배가 될 것이다.",,053-665-2865,,연중무휴,,전연령,,,00:00~24:00,주차가능(도 주차구역은 없으나 주차가능한 공터가 약간 마련되어 있음),없음,가능,,"입 장 료:무료
"
혜원의 집,39045,,,대구광역시 군위군 우보면 미성5길 58-1,36.1797805789,128.6645450976,2018년에 개봉해 150만 관객을 모았던 영화 <리틀 포레스트>에서 주인공 혜원(배우 김태리)의 집이다. 리틀포레스트 마을 입구에 주차를 하고 시골의 정취를 느끼며 조금 걸으면 혜원의 집이 나온다. 시골 마을이지만 영화 촬영지라 잘 정돈되어있는 모습이다. 내부까지 구경할 수 있어 체험하고 볼 수 있는 것들이 많다. 영화 속 혜원이 타고 다녔던 자전거도 대여 가능하다.,,054-380-6230,,연중무휴,,전연령,,,,가능,없음,없음,,"입 장 료:무료
"
복현오거리 먹자골목,41562,,,대구광역시 북구 복현동,35.8969839584,128.6150240861,대구광역시 북구 복현오거리 일대의 골목으로 과거부터 막창골목으로 유명했으나 현재 먹자골목으로 명칭을 바꾸었다. 경북대 인근에 위치한 이 골목은 1990년대 말 '막창 붐'이 일면서 막창 관련 식당이 속속 들어서면서 성황을 이뤘다. 현재는 막창을 비롯한 여러 종류의 음식점들이 들어서면서 많은 사람들이 찾는 먹자골목이 형성되었다.,,대구 북구청 053-665-2000,,연중무휴,,전연령,,,00:00~24:00,가능,없음,없음,,
화원유원지,42941,,,대구광역시 달성군 화원읍 사문진로1길 40-14,35.8132882108,128.4821853365,"화원유원지는 대구 달성군 화원읍에 위치한 시민들의 휴식공원이다. 도심 속에 펼쳐진 자연을 느끼고 낙동강변 경관을 감상할 수 있는 곳이다. 동물원, 전망대, 잔디광장, 분수 등 다양한 볼거리와 편의 시설이 있어 아이가 있는 가족단위 관광객들에게 안성맞춤인 곳이다.<br>",,053-659-4465,,,,,,,,,없음,없음,,"이용가능시설:동물원, 잔디광장, 전망대, 수경시설, 주차장 등
"
화소정,41088,,010-8482-2098,대구광역시 동구 동호로9길 60(신서동),35.8696531003,128.7317201292,"'건강한 아름다움을 담다'는 슬로건을 가진 보자기카페 주식회사 화소정은 대구지역 관광두레 중 하나다. 화소정은 예단 답례품 기념일 선물 포장 등 보자기 선물 포장을 전문적으로 진행하고 있으며 예약제로 보자기아트 수업, 차 수업 등을 진행한다. 아울러 카페에서는 도라지를 엄선해 국산 쌀 조청, 배를 함께 넣어 정성껏 만든 수제 도라지정과와 함께 수제 꽃 양갱 등을 맛볼 수 있다. 2018년에 관광두레에 선정되면서 본격적으로 시작한 화소정은 코로나 19 상황에서 카페를 제대로 운영할 수 없어 2020년에는 온라인 펀딩에 도전했다. 다행히 온라인 펀딩은 100% 이상 성공을 거둬 대구 지역 엄마 5명으로 구성된 주식회사 화소정의 출발에 큰 힘이 됐다.",,010-8482-2098 /  kikiker@naver.com,,"주말, 공휴일 휴무",,,,,9:00 ~ 14:00 예약제,,없음,없음,,
엘리바덴 신월성점,42753,,,대구광역시 달서구 조암로 38(월성동),35.8250210143,128.5256756252,"도심 속 복합 휴양지라는 슬로건에 맞게 좋은 교통편 인삼과 홍삼을 사용한 특색 있는 스파, 직접 장작불로 불을 때는 한증막, 800평<br />대구 최대 규모 키즈파크 엘리몽,건강관리를 위한 현대인의 핫플레이스 피트니스까지 한 번에 즐길 수 있습니다.<br>",,053-288-5000,홈페이지 참고,홈페이지 참고,"스파,휘트니스,한증막,엘리몽(키즈파크),범퍼보트",,목욕장 : 329명<br />휘트니스 : 252명<br />찜질 : 329명<br />엘리몽 : 512명,,※ 요일 및 이용 시설에 따라 이용요금이 다르므로 홈페이지 참고 부탁드립니다.,260대 있음,없음,불가,,"촬영장소:20180718 라이브오늘 ""물과 함께라면 이곳이 휴양지""
주차요금:홈페이지 참고 부탁드립니다.
이용가능시설:스파,휘트니스,한증막,엘리몽(키즈파크), 3층 식당, 4층 식당
입 장 료:※ 요일 및 이용 시설에 따라 이용요금이 다르므로 홈페이지 참고 부탁드립니다. 
화장실:있음
시설이용료:※ 요일 및 이용 시설에 따라 이용요금이 다르므로 홈페이지 참고 부탁드립니다. ※
한국어 안내서비스:없음
내국인 예약안내:없음
외국어 안내서비스:없음
"
성당못,42672,,,대구광역시 달서구 공원순환로 216(성당동),35.8446222350,128.5616191375,"성당못 일대를 옛날에는 성댕이, 상댕이라고 불렀다. 그러다가 1910년대부터 성당동이라고 불렀는데, 이 시기부터 동네 이름을 따서 성당못이라고 불렀다.
성당못이 있던 자리는 조선 중엽 채 씨 성을 가진 판서가 살던 집터였는데, 장차 임금이 태어날 명당이라 하여 나라에서 집을 짓지 못하도록 연못을 만든 것이 오늘날의 성당못이 되었다. 성당못에는 인근 두류산의 정기를 받을 수 있다고 전해지는 두리길이 있다. 산책 삼아 걷기 좋아 많은 사람이 찾는다.<br>*사진 출처: 대구광역시청",,053-803-3881,,,,,,,,있음,없음,없음,,
오봉오감,41551,,,대구광역시 북구 침산남로서9길 24(침산동),0,0,"오봉오감은 조선 전기 향토 출신 유학자 서거정이 인정한 저녁노을 침산 만조를 품고 있는 침상정의 아름다운 야경을 알리고자 체험 투어상품을 기획하여 제공하고 있다. 또한, 침산정의 만조 사진과 미니태양광 모듈을 활용하여 ""침산정 청사초롱 태양광 모듈키트"" 상품을 제작한다. 침산정을 관광지로써 알림과 동시에 에코 에너지마을로써 신재생에너지의 가치를 알리는 활동을 통해 관광 활성화에 기여하고자 한다.<br>",,010-8865-1477,,,,,,,,불가능,없음,없음,,
향사례 대구시민단,41538,,,대구광역시 북구 연암공원로 89(산격동) 1층,0,0,"조선효종실록(1655.2.6.)에 따르면 “병마절도사가 대구 읍성의 무기고를 검열하니 대구부사 이정이 새로 만든 활(죽궁)이 있어 임금에게 받치니 크게 기뻐하였다.”라고 기록되어 전해지고 있다. 향사례 대구시민단 김병연 궁장은 “한국의 창조적인 장인”으로 선정되었으며 11개국 언어로 활의 우수성과 아름다움을 전 세계에 알렸고, 기억 속에 잊혔던 대구 전통 활의 위상을 높이고 있다. 특히 향사례라는 조선시대 활쏘기 국가의례를 세계인들이 참여하는 활쏘기 대회 및 체험으로 국내 최초로 발전시키며 학생 인성교육 및 관광객들에게 큰 인기를 얻고 있다.<br>",,010-6540-0430,,,,,,,,가능(4대),없음,없음,,
광덕사,42932,,,대구광역시 달성군 가창면 헐티로 1190,35.7978145763,128.6123965208,"광덕사는 대구시 달성군 가창면 용계리에 자리했다. 대한불교 조계종 소속의 사찰로 1967년에 지어졌다. 가창댐과 가까이 있으며 최정산과 연결된 등산로도 있다. 일주문을 지나면 범종각이 있고, 내부로 들어가면 대웅보전, 산신각, 독성각, 요사채 등의 가람이 갖춰져 있다. 특히 대구광역시 유형문화재 제92호로 지정된 대구 광덕사 신중도를 봉안하고 있다. 사찰은 파동 IC와 가까운 거리에 위치했다. 주변 관광지로는 가창호, 냉천 CC가 있다.",,053-768-2268,,없음,,,,,,있음,없음,없음,,"화장실:있음

입 장 료:없음		

주차요금:없음

"
사유원,39062,,,대구광역시 군위군 치산효령로 1150,36.0907188148,128.6831431965,"나를 마주하다, 내 안의 숲 사유원 
사유원은 오랜 풍상을 이겨낸 나무와 마음을 빚은 석상, 아름다운 건축물이 함께하는 고요한 사색의 공간이며 단순한 수목원 관람에서 한발 더 나아가 원내를 거닐며 자아를 돌아보고 깊이 생각하게 하는, 진정한 '사유'의 정원이다.  건축가 승효상, 알바로 시자, 최욱과 더불어 조경가 정영선과 서예가 웨이량 등 각 분야의 전문가들이 사유원 조성에 참여하였으며 대표 공간으로는 소요헌과 명정, 풍설기천년 등이 있다.
*사유원은 사전 예약제로 운영되고 있으며, 사유원 홈페이지를 통해 예약 가능",,054-383-1278,2021-11-02,매주 월요일 휴무,,,일 140명(추후 변경 가능),,09:00 - 17:00,주차가능,,불가,,"입 장 료:주중 - 대인 50,000원 / 소인(초,중,고) 45,000원<br/>
주말 - 대인 69,000원 / 소인(초,중,고) 62,000원<br/>
*미취학 아동 입장불가
이용가능시설:관람용 건축물 10여개, 관람용 정원 2개		

"
교항리 이팝나무 군락지,42969,,,대구광역시 달성군 옥포읍 교항리958,35.7906427336,128.4375232300,"옥포읍 교향리 마을에서 약 100m쯤 떨어져 있는 평탄한 구릉지대의 세청숲 속에 수령이 약 300여년 이상 된 이팝나무 45주가 자라고 있다. 이팝나무 외에 150여년이 된 상수리나무, 굴참나무, 느티나무, 말채나무등 거목들이 많이 군거하고 있어 이 숲은 학술연구상으로 풍치림으로서 보호할 가치가 있다. 이팝나무는 낙엽활엽교목으로 5월초에 흰색의 꽃이 피는데 흰꽃망울로 덮흰 숲을 멀리서 바라보면 흰구름이 떠나가는 형상이다. 이팝나무는 독립수로 자라는 곳이 있으나 이숲처럼 집단으로 군락을 이루고 있는 곳은 드물다. 또한 과거 마을에서 예림사상을 고취하기 위하여 숲에 위해를 가하는 자는 백미 1두씩 벌과금을 물려 나무를 보호해 왔다는 설이 있으며, 칠월 칠석에는 마을에서 당산제를 지내고 있다.",,달성군청 관광과 053-668-3913,,없음 (연중 상시 개방),,,,,,있음 (소형 10대 정도 주차가능),,,,
땅땅식물랜드,41027,,,대구광역시 동구 팔공로 220-2,35.9185070267,128.6424182937,"인간은 자연과 함께 할 때 가장 편안하고 안정감을 가지게 되며 건강해진다고 한다. 2021년 9월 오픈한 땅땅식물랜드는 100석 규모의 실내식물체험장과 식물카페, 김경애식물연구소로 운영되고 있다. 식물은 인간의 생명을 건강하게 유지하게 하며, 산소 공급은 물론 생명 연장에도 큰 역할을 한다. 건강한 흙을 만지고 그 흙으로 한 생명(식물)을 키워 인간을 이롭게 하는 반려자가 되도록 땅땅식물랜드에서만 할 수 있는 식물체험을 통해 일상에서 느낄 수 없는 새로운 경험을 즐겨 보자.",,053-719-4566,2021-09-01,"매주 월요일 / 지정공휴일(1월 1일, 설날, 추석 당일) 휴무","각종 화분만들기, 테라리움, 다육아트, 꽃꽂이, 식물키우기 등",,,,10:00 ~ 18:00 (사전예약제),"있음 (소형 24대, 대형5대 주차가능)",없음,불가,,"화장실:있음
시설이용료:체험에 따라 상이함.
주차요금:무료
한국어 안내서비스:가능
"
교남YMCA 회관,41933,,,대구광역시 중구 남성로 22,35.8680812005,128.5893132677,"대구 약령시에 위치하고 있는 국가등록문화재이다. 일제강점기 3.1 독립 운동 때 화합의 공간이자 물산장려운동, 기독교 농촌운동, 신간회 운동 등 기독교 민족운동의 거점이었던 건물이다. 대구 중구 근대역사의 중요한 시설물로 이만집 목사 3.8 만세 운동 기념지로 한국기독교 사적으로 지정됐다. 청년들을 중심으로 각종 사업을 활발하게 진행하였으며 특히 당시 산업의 대부분인 농촌사업을 체계화하고자 전국 각지에 농민학교를 세우고, 협동조합, 농민회, 야학 등을 조직하여 농천 청년들에게 새로운 지평을 열어주었다.",,053-255-1914,,,,,,,,,,,,
신흥사(군위),39044,,,대구광역시 군위군 고산길 262 신흥사,36.1500805032,128.6284519058,"신흥사은 경북 군위군 우보면 도봉산 중턱에 있으며 대한불교조계종 제16교구 본사 고운사의 말사이다. 오른쪽 달산마을 방면으로 접어들어 산길로 약 3km 정도 오르면 과수원을 지나 신흥사가 나온다.지금은 오랜 세월을 지나오면서 수많은 사찰이 역사의 뒤안길로 명멸해 갔고 일부만이 법등을 이어오면서 현존해 오고 있다. 차마 부처님의 오묘한 진리와 중생구제의 큰 뜻을 저버리지 못해 사바세계에 법신이 나투기를 소원하며 화려했던 영화를 뒤로 하고 그렇게 이어내려 오고 있는 것이다. 군위 신흥사는 어떻게 태어났고 어떻게 사라졌는지도 모를 만큼 산 속 깊은 곳에 퇴락한 채 은거하고 있는 작은 사찰이다. 이제는 그저 사하촌 촌부들의 입에서 입으로 전해오는 뒷산 절간에 대한 옛날이야기로 치부되는 절집일 수도 있겠지만, 신흥사는 여느 사찰이 그랬던 것처럼 영화로운 시절과 중창의 시기, 퇴락의 시기를 겪고 지금은 고요함 속에 선정에 들어 있다.<br /><br />자장율사가 창건한 신흥사느 매우 후미진 곳에 자리해 있다. 찾아가기도 용이롭지 못할 뿐더러 사세가 매우 기울어진 듯 보여 안타까운 마음이 들 수도 있다. 그러나 그것은 찾는 이의 시각일 뿐, 여기서 사는 이는 또다른 생각을 가질 수도 있는 양면성이 분명히 존재한다. 자장율사 여기를 택한 것도 분명 길지(吉地)였을 테고 앞뒤로 막힌 산이 수행도량으로 매우 적합했기 때문일 것이다. 실제로 군위에서도 오지에 속하는 도봉산(道峰山) 자락에 있는 신흥암은 스러져가는 수백년 된 향나무 한 그루와 협소한 전각 2채, 요사 1동이 전부이지만 속세를 떠난 공부인의 막힘없는 수행도량으로 제격이다. 사실 신흥암은 골짜기 깊숙이 들어가게 되어야 이르는 곳이지만 정말로 사방이 뻥 뚫린 시원함을 자랑하는 묘한 터를 가지고 있다. 그래서 더욱, 신흥사는 고즈넉한 산사의 솔바람을 만끽하기에 충분한, 막힌 듯 막히지 않은 고요함을 자랑한다.<br>",,문화관광과 054-380-6915,,연중무휴,,,,,,,불가,불가,,"화장실:있음
외국어 안내서비스:불가
"
압곡사(군위),39053,,,대구광역시 군위군 고로면 현리낙전길 836-144(고로면),36.1897405424,128.8123567556,"아름드리 소나무 숲으로 둘러싸인 압곡사는 선암산 품안에 안겨 있는 새집과 같은 사찰로 그윽한 솔향기와 함께 선암산의 겹겹이 포개진 골짜기가 일품이다. 군위군 고로면 소재지에서 조금 올라가면 마치 사천왕의 모습을 한 ‘가암’이 보이는 가암 삼거리를 만나게 된다. 여기에 압곡사 안내표지를 따라 의성 춘산방면으로 낙전리 마을을 따라 조금 올라간다. 산허리를 따라 나있는 산길에 압곡사(鴨谷寺)를 알리는 표지판이 우두커니 서 있다. 그 길은 차 한대가 겨우 다닐 정도로 비좁으나 포장이 되어 있어 오고가는데 별 어려움은 없다. 넘실거리는 산길 아래로 내려다보이는 낙전리 마을의 넉넉하고 평화로운 모습은 보는 이의 마음을 푸근하게 해준다. 압곡사(鴨谷寺) 좁은 계단을 올라가는 길에 빛 바랜 나무에 매달린 시 한 수가 목압(木鴨)이 골짜기에 떨어져 생긴 절을 찾은 이들을 먼저 반긴다. 북적이는 좁은 마당을 지나 작은 법당 앞 툇마루에 앉아 산 아래를 바라보면 겹겹이 펼쳐지는 골짜기에서 발산하는 기운에 절로 감탄사가 흘러나온다. <br /><br />압곡사가 자리한 선암산(船巖山)은 군위의 명산 가운데 하나로, 태백산정상에서 뻗어 나온 지맥이다. 선암산 골짜기 깊은 곳에 나무오리도 그 기운을 느끼고 내려 앉은 것을 보면 분면 선암산 압곡사가 자리한 곳이 범상치 않음이 분명하다. 비록 절간에 잘 갖추어진 법당 하나가 없지만, 세상의 온갖 번뇌망상(煩惱妄想)을 떨쳐버리고 파도치듯 펼쳐져 있는 골짜기에서 불어오는 솔바람 소리를 도반(道伴)으로 삼아 조용히 참선과 기도의 힘으로 진리에 눈 뜰 수 있는 도량으로 손색이 없다.<br /> <br />창건 이후 53지식인이 낳음이 이를 증명하고 있다. 예로부터 압곡사에는 세가지 보물이 있었는데, 물맛이 뛰어난 샘(泉)과 보물급 탱화, 아홉 분의 선사영정(禪師影幀)이 바로 그것이다. 그중 탱화는 세속의 욕망으로부터 자유롭지 못해 도난당했으며, 우리가 익히 들어 알고 있는 수월당대선사(水月堂大禪師), 의상조사(義湘祖師), 사명당대선사(四溟堂大禪師) 등 9분의 선지식(善知識) 영정이 모셔져 압곡사의 기운을 더하고 있다.<br>",,054-383-4495,,연중무휴,,,,,,,불가,불가,,"화장실:있음
외국어 안내서비스:불가
"
군위대율리대청,39065,,,대구광역시 군위군 부계면 한밤5길 23-3,36.0587080069,128.6534939387,"대율리는 부림 홍씨의 집성촌으로 대청은 이 마을에서 돌담에 둘러 쌓인 전통가옥들이 산재한 중심부에 있다. 일설에 율리라는 전부락이 사찰지였고, 이 대청은 대종각 자리였다고 한다. 원래 이 대청은 조선전기에 건립되었으나 임진왜란때 소실되었다. 그 후 효종과 숙종 때 각각 다시 수리되어 현재에 이르고 있으며 마을의 경로당으로 사용되고 있다. 현재의 건물은 1632년에 다시 창건된 것으로 학사(學舍)로 사용되던 곳이다. 건물구조는 정면 5칸, 측면 2칸 크기의 건물로 서측퇴간(西側退間)에만 간주(間柱)가 서 있는 누각형 집으로 보존상태가 양호한 건물이다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
군위 대율리 석조여래입상,39065,,,대구광역시 군위군 부계면 한밤8길 21-1,36.0610994116,128.6539854948,"대율리 석불입상은 대율리 전통마을(한밤 마을)의 외진 곳인 미륵댕이에 허리 이하가 파묻혀 있던 것을 1972년 대율사를 지으면서 발굴해낸 보물이다.자연석의 윗면만을 편평하게 한 대좌위에 서 있는 이 불상의 높이는 265cm, 두상의 길이는 60cm, 어깨 폭 84cm의 5등신상으로 광배는 없지만 불신은 완전하다. 얇은 입술과 작은 입, 낮은 코 등은 얼굴을 다소 비만으로 보이게 하지만 통통한 볼 등은 원만함을 느끼게 한다.귀는 길어서 어깨에 닿고 목에는 삼도가 뚜렷하다. 전체적인 면에서는 큰 얼굴, 벌어진 어깨, 유난히 큰 손, 긴 하체 등이 균형을 깨뜨리고 있으나 당당하고 세련된 면모를 보이고 있는 9세기 통일신라불상의 특징을 잘 나타내고 있는 귀중한 석불입상이다.1979년에 경상북도 유형문화재로 지정 받았고, 1989년에는 보물로 지정되었다.<br>",,054-380-6063,,,,,,,,,없음,없음,,
