명칭,우편번호,관리자,전화번호,주소,위도,경도,개요, 유산구분,문의 및 안내,개장일,쉬는날,체험안내,체험가능연령,수용인원,이용시기,이용시간,주차시설,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보
대구 오토바이골목,41921,,,대구광역시 중구 인교동,35.8722695138,128.5838136357,"대구 중구 인교동과 시장북로에 위치한 오토바이 골목은 본래 하천이었으며 양쪽이 대부분 주택지였으나 하천 동편은 2미터 도로였고 하천 서편은 절벽으로 되어 위험성이 있었다. 1953년에 하천 복개(覆蓋, 더러워진 하천에 덮개 구조물을 씌워 겉으로 보이지 않도록 하는 일)로 교통에 편익을 가져오게 되고 대자연 예식장 앞 주유소와 인접되어 있고 옛 수창 초등학교 입구 자동차 상가와 가까워 하천 복개한 좌우로 상점이 조성 1961년 인교동 154번지 서울 오토바이 상회를 효시로 점차 확산되어 현재 점포 수 40여 곳, 약 200미터 이상 오토바이 전시장을 방불케 하는 대구의 이색 거리로 자리 잡고 있다. 신제품과 중고, 국산과 외제, 부품 등 오토바이에 관한 모든 것을 오토바이 골목에서 구입할 수 있다.",,대구관광정보센터 053-627-1337,,,,,,,,,없음,없음,,
비슬산자연휴양림,42991,,,대구광역시 달성군 유가읍 일연선사길 61,35.6913803935,128.5159773891,"비슬산 자연휴양림은 대견봉(1083.59m)을 중심으로 좌우에 조화봉(1,058m), 관기봉(990m)을 거느린 341ha의 면적에 사계절 자연의 아름다움을 전한다. 비슬산 자연휴양림의 가장 큰 특징은 주변의 뛰어난 자연경관은 그대로 활용해 휴식공간과 편의시설을 갖췄다는 것이다. 집채만한 바위가 산기슭에 군락을 이루듯 펼쳐진 수백개의 바위 마당 과 계곡 곳곳에 숨은 듯 자리잡은 기암 괴석은 보는 이의 탄성을 절로 자아낸다. 또한 휴양에 필요한 각종 편의시설이 잘 설치되어있는 것도 장점이다. 아울러 매년 4월 중순에서 5월 초인 비슬산 정상 30만평에 참꽃물결을 이루고 여름엔 안개분수를 이용한 무지개계곡 가을엔 오색단풍의 정취를 맛보는 가을등산, 겨울엔 얼음을 소재로한 동굴, 빙벽, 얼음탑, 썰매장, 고드름 동산 등 오색조명을 이용한 겨울밤은 전국 유일의 자연얼음동산으로 청소년들에겐 방학기간 자연학습관으로 큰 인기이다. 휴양에 숲속의 집과 야영장, 야외강당, 연못, 청소년수련장, 체력단련장, 잔디광장, 사진촬영소, 어린이놀이터, 폭포샤워장, 물놀이터, 삼림욕장 등과 자연석들이 널려 있는 산책로인 탐석로가 있다.<br>",,053-659-4400~1,,,"<strong>비슬산 반딧불이 전기차</strong><br />
- 운행구간 : 공영주차장 3층 정류장 - 대견사 입구 정류장 (편도 5.8km / 40분 소요)<br />
- 운행요금 : 대인 5,000원 / 소인 3,000원<br />
※ 사전에 운행 여부 확인 및 운행 시간표 확인 후 방문 바람<br />
<br />",,"3,000명/1일",,[숙박시설] 당일 15:00~익일 12:00,"있음(공영주차장, 사설주차장)<br />
※ 야영객 차량은 출입이 불가능, 휴양림 입구에 비치된 손수레(무료)이용",없음,불가,,"주차요금:공영주차장 무료 이용 가능
화장실:있음
이용가능시설:[숙박시설] 통나무집, 콘도형, 산림문화휴양관, 캐라반, 캠핑데크, 세미나실 등<br />
[편의시설] 정자, 전망대, 산책로, 등산로, 관리소&nbsp;등<br />
[위생시설] 공동샤워실, 공동 취사장, 화장실, 음수대 등<br />
[기타] 물놀이터, 사진촬영소, 탐석로, 암괴류, 관찰데크 등
내국인 예약안내:홈페이지 예약
"
동촌유원지,41179,,,대구광역시 동구 효동로2길 72(효목동),35.8782784742,128.6546405629,"* 대구시민의 휴식처, 동촌유원지 *<br /><br />동촌유원지(44만평)는 대구시 동쪽 금호강변에 있는 유원지로 오래전부터 대구시민이 즐겨 찾는 곳이다. 각종 위락시설이 잘 갖춰져 있으며 드라이브를 즐길 수 있는 도로가 건설되어 있다. 수량이 많은 금호강에는 조교가 가설되어 있고 우아한 다리이름을 가진 아양교가 걸쳐 있다.교통이 편리하고 금호강(琴湖江)을 끼고 있어 예로부터 봄에는 그네뛰기, 봉숭아꽃 구경, 여름에는 수영과 보트 놀이, 가을에는 밤줍기 등 즐길 만한 곳이 많다. 최근에는 강을 가로지르는 아양교(峨洋橋) ·현수교 ·케이블카 등의 시설과 함께 야외수영장 ·골프장 등 각종 레저 시설과 어린이놀이터 시설이 갖추어져 대구시민의 휴식처로 사랑받아 왔는데, 금호강 오염으로 인하여 인기를 잃어 가고 있다.<br /><br />* 동촌유원지의 주요 시설 *<br /><br />동촌유원지에는 해맞이다리, 유선장, 체육시설, 유기장 및 상가 약 60여 곳 등 각종 위락시설, 파고라, 식수대, 벤치, 영남 제1관, 자전거 경기장, 실내 롤러 스케이트장 등 다양한 즐길 거리가 있어 여행의 재미를 더해준다.<br>",,053-662-2865,,연중무휴,,,,,항시 이용가능,있음,없음,없음,,"입 장 료:무료
화장실:있음
"
대구 달성공원,41924,,,대구광역시 중구 달성공원로 35(달성동),35.8734025733,128.5759198549,"※ 킥보드, 전동차 운행불가<br /><br />대구의 여러 공원 가운데 가장 오래되고 시민과 친근한 공원이 달성공원이다. 달성공원 안에는 지방문화재 자료인 관풍루가 있다. 관풍루는 경상감영의 정문이었다. 대구에 감영이 설치되면서 선화당의 남쪽에 포정문을 세우고 그 위에 문루를 만들었는데 그것이 관풍루였다. 달성공원은 삼한시대의 부족국가였던 달구벌의 성지 토성이었다. 이곳은 청일전쟁(1894년∼1895년) 때 일본군이 주둔했고 그 후 고종 광무 9년(1905)에 공원으로 만들어졌는데 1965년 2월 대구시에서 새로운 종합 공원 조성계획을 세워 오늘날과 같은 대공원을 만든 것이다. 잔디광장, 종합문화관 외에 이상화 시비 등과 같은 기념물도 있다.<br>",,053-803-7350,,연중무휴,,,,,05:00~21:00,있음(주차공간이 협소),없음,불가,,"입 장 료:무료
화장실:있음
이용가능시설:향토역사관, 꽃동산, 산책로, 테니스장, 매점, 휴게실, 음수대 등
"
화원동산,42941,,,대구광역시 달성군 화원읍 사문진로1길 40-12,35.8129882285,128.4812687589,"대구시 달서구와 달성군 사이에 자리한 고장이 화원읍이다.왜관에서 흘러내려온 낙동강이 달성군 다사읍에서 90도로 심하게 꺾인 뒤 화원에  이르러서는 180도 방향을 바꿔 흘러간다. 그렇듯 낙동강 물이 반대 방향으로 완전히 돌아나가면서  뭍과 만나는 지점에 화원동산이 들어섰다.화원읍 성산리에 위치한 화원동산은 구마고속도로 화원나들목과도 아주 가깝다. 화원동산은 서북쪽에 산성의 절벽을  끼고 굽이치는 낙동강이 유유히 흐르고 있고 아래쪽의 강물을 따라 늘어선 버드나무,포플라 나무의 짙은 그늘이 드리워진 공원으로서 그 경치가 아름답기로 제일가는  곳이라 할만하다.<br /><br />지금은 상화대 위에 팔각정이 우뚝 서 있어서 온  주위의 경관을 바라볼 수 있게 잘 꾸며져 있고 자연 경관을 십분 활용한 공원은 인근  주민뿐만 아니라 대구시민의 행락지로 각광을 받고 있으며, 낙동강의 푸른 강물과  깎아자른 듯한 절벽과 넓은 백사장이 뛰어난 경관을 이룬 화원공원운 원래 신라의  왕족이 때때로 이곳에서 가득히 핀꽃을 감상했다하여 화원이라 하며, 꽃을 즐기던  자리를 상화대라 한다. 강변의 흰 모래밭 등 주위의 경관이 아름답고, 보트장 등의  놀이시설이 갖추어져 있다.<br /><br />* 화원동산 토성에 대하여 *<br /><br />화원동산의 가장 우뚝한 장소인 성산에는 토성이 있으며 이는 신라 선덕 왕때 축조한 것으로서 그 모양이 잔과 같이 생겼다하여 배성 또는 잔 뫼라고도 하며, 성산이란 명칭도 이때 산에 성이 있다고 해서 붙인 이름이라 한다. 신라 경덕왕이 이곳 풍치의 아름다움을 보고 감상한 곳이라 하여 붙여진 상화대가 있으며 배성 주위 일대에는 30여기의 고분이 산재해 있는데 당시 호족들의 무덤이라고 한다. 그리고 이조시대에는 이 성이 봉화대로 사용되었다. 풍치가 아름다운 곳에 정자가 있어 시인문객들이 절경을 노래했다. 문인들이 찬미한 배성 십경은 다음과 같다.""가야낙조 금호어적 삼포추색 우암낙응 노강월계 낙수귀범 다산취연 비슬숙운 화대모춘 대평경가""이곳을 화원이란 이름으로 부르게 된 것도 꽃동산처럼 아름답기 때문에 연유하였으리라 생각된다.",,053-659-4465,,연중무휴,"[동물먹이주기체험]<br>
- 체험내용 : 토끼 먹이주기 체험, 사슴 먹이주기 체험<br>
- 체험비 : 무료<br>
- 3~5월, 9~10월만 예약 가능/단체예약(30인 이상)만 가능<br><br>
[민속놀이한마당]<br>
- 체험내용 : 팽이치기, 투호놀이, 제기차기, 고리던지기, 윷놀이 등
- 체험비 : 무료<br>
- 인원체함없음<br><br>
※ 예약문의 : 053-635-7111, 7112",,,,06:00~21:00,"있음(대형10, 소형133, 장애인3)",불가,가능,,"이용가능시설:문화해설사의 집, 성산동 고분, 쉼터(작은도서관), 야생화 식재지, 동물원, 만남의 광장, 송사정, 전망대(매점), 필승기원비, 경관명소(포토존), 월남참전기념비, 화원정, 큰잔디광장, 놀이터, 동산체육시설 등
입 장 료:무료
한국어 안내서비스:문화관광해설사의 집 - 수경시설 위에 위치하고 있으며, 20명 이상 단체 이용시 해설을 받을 수 있다.(문의전화 053-635-6407)
"
대구두류공원,42672,,,대구광역시 달서구 공원순환로 36,35.8500105518,128.5637104699,"달서구의 북동쪽이자 대구의 중심부에 두류공원이 있다. 1977년에 조성된 이 공원은 두류산과 금봉산을 주봉으로 두리봉과 모그동산을 포함하고 있다. 이월드(구, 우방타워랜드)가 들어선 곳은 두류산이고 문화예술회관 뒷산은 금봉산이다. 두류산은 역사적 기록에 의하면 산이 둥글게 펼쳐져 있다고 해서 두리산으로 부르던 것을 지명이 한자화 될 때 같은 의미의 주산 또는 두류봉으로 쓰여오다가 근래에 와서 두류산으로 굳어졌다.<br /><br />공원은 면적이 51만평. 해발 135m의 야산을 개발해 공원으로 만들었다. 두류공원 순환도로를 걷다보면 민주화에 대한 열망과 옛 문인들의 향취를 맛볼 수 있다. 4.19혁명의 시발점이 된 대구시내 고등학생들의 의거를 기리기 위한 2.28 학생의거기념 탑이 있고, 또 순환도로를 따라가다 보면 민족시인 이상화의 동상과 빙허 현진건, 고월 이장희, 목우 백기만의 시비도 만난다. 1977년 10월 대구시민 헌장비가 세워졌고 축구장, 야구장 및 각종 위락시설과 사립도서관인 두류도서관이 준공되어 시민문화생활 및 청소년 선도에 크게 이바지하고 있다.<br>",,053-803-7470,,연중무휴,"숲해설, 숲체험 활동 운영<br />
- 운영기간 : 2~11월(상반기 3~6월, 하반기 7~11월)<br />
- 참여대상 : 6세 이상 누구나 가능 (단체, 개인 등)<br />
- 접수인원 : 5명 이상 ~ 30명 이하 적정<br />
- 신청접수 방법 : 전화예약(숲해설 담당자 053-625-1952)",,,,,있음(4개소),없음,없음,,"이용가능시설:* 체육시설 : 유니버시아드 테니스장, 두류야구장, 다목적운동장, 두류수영장, 
두류테니스장, 인라인스케이트장, 골프연습장, 두류유도관, 체육공원<br />
* 교양.문화시설 : 두류도서관, 문화예술회관, 인물동산, 2.28기념탑, 대구 야외음악당, 대구관광정보센터<br />
* 위락시설 : 이월드<br />
* 기타시설 : 성당못, 분수대, 금용사, 대성사, 벽천폭포<br>* 편의시설 : 휴게소, 매점, 파고라, 급수대, 음수대, 벤치
화장실:있음
입 장 료:없음
한국어 안내서비스:숲해설 안내 가능
"
대구앞산공원,42502,,,대구광역시 남구 앞산순환로 574-87,35.8290189503,128.5890560428,"대구시 남구에는 해발 660m의 앞산이 솟아있다. 
앞산은 좌우로 산성산(653m), 대덕산(546m)을 거느리고 있다. 이들 세 산 줄기의 북쪽 계곡에 조성된 공원이 앞산공원이다.1970년부터 공원으로 개발해왔고 1981년부터 다시 10년 계획으로 개발되었다. 대구시에서 가장 큰 도시자연공원으로 508만 평에 이른다. 정상 부근까지 총연장 790m의 케이블카가 운행되며, 산기슭에는 궁도장, 승마장, 수영장이 있고, 시조작가 이호우 시비와 1979년에 지어진 낙동강 승전기념관도 있다. 큰골 대덕동산은 조경시설이 훌륭하여 가족 단위 나들이 및 청춘남녀의 데이트 코스로 각광 받고 있다.<br /><br />* 대구앞산공원 산책로 *<br /><br />대구앞산공원에는 대구 시민들의 여가공간이라는 이름에 걸맞게 다양한 산책로가 있다. 기본적으로는 대구앞산공원을 시작으로 앞산과 연계된 산책로와 대구앞산공원에서 산성산으로 이어지는 산책로, 그리고 대덕산과 연계된 산책로가 있다. 이렇게 다양한 산책로는 각각 2km에서 4km에 이르기 때문에 취향과 체력에 따라 산책로를 선택할 수 있다는 것이 가장 큰 장점이다.케이블카를 타고 앞산전망대에에 올라가면 눈앞에 펼쳐지는 대구 경치를 볼 수 있다.<br>",,053-803-7420,,,,,,,,"앞산순환도로(큰골, 고산골, 안지랑골은 유료주차장이며, 나머지 골은 주차장소가 없으니 대중교통을 이용)",없음,없음,,"등산로:[대구근교권 등산로]<br />
* 1코스 : 용두골 입구 - 체육시설 - 산성산 (3.0km)<br />
* 2코스 : 용두방천 - 용두토성 - 산성산 (4.4km)<br />
* 3코스 : 고산골입구 - 법장사 - 산성산 (3.2km)<br />
* 4코스 : 산성산진입로 - 한국통신기지국 - 산성산 (4.3km)<br />
* 5코스 : 큰골입구 - 대덕쉼터 - 앞산 (3.2km)<br />
* 6코스 : 충혼탑주차장 - 청수정약수터 - 앞산 (3.8km)<br />
* 7코스 : 안지랑골입구 - 앞산전망대 - 앞산 (2.5km)<br />
* 8코스 : 안지랑골입구 - 안일사 - 대덕산 (3.2km)<br />
* 9코스 : 매자골입구 - 체육시설 - 대덕산 (2.4km)<br />
* 10코스 : 달비골관리소 - 원기사 - 앞산 (2.6km)<br />
<br />
[앞산 자락길]<br />
* 총구간 : 고산골 메타세콰이어길 - 달비골 청소년수련관 (15km / 총 6시간 소요)<br />
* 1코스 : 고산골 메타세콰이어길&nbsp;- 강당골 (1.9km / 약 35분 소요)<br />
* 2코스 : 강당골 - 케이블카 (2.3km / 약 55분 소요)<br />
* 3코스 : 케이블카 - 안지랑골 안내소 (2.4km / 약 1시간 소요)<br />
* 4코스 : 안지랑골 관리소 - 황룡사 입구 (1.4km / 약 30분 소요)<br />
* 5코스 : 황룡사 입구 - 달비골 관리소 (3.2km / 약 1시간 20분 소요)<br />
* 6코스 : 달비골 관리소 - 청소년 수련관 (3.8km / 약 1시간 40분 소요)
입 장 료:무료
이용가능시설:[문화체육시설] 낙동강 승전기념관, 궁도장, 승마장, 골프연습장<br />
[청소년 시설] 청소년 수련원, 청소년 심신수련장<br />
[기타시설] 고산골 유아숲체험원, 앞산공원전망대, 사찰 등<br />
[기념비,시비,동상] 충혼탑, UN 참전 기념비, 이호우 시비, 이윤수 시비, 이시영선생 순국기념비, 임용상의사상, 송두환의사상<br />
[편익시설] 매점, 주차장, 파고라, 의자, 음수대, 화장실 등
시설이용료:<strong>[앞산케이블카 왕복요금] </strong><br />
* 개인 : 대인 10,500원 / 소인 7,500원<br />
* 단체 : 대인  9,500원 / 소인 6,500원<br />
<br />
<strong>[앞산케이블카 편도요금]</strong><br />
* 개인 : 대인 7,500원 / 소인 5,500원<br />
* 단체 : 대인 6,500원 / 소인 4,500원<br />
<br />
※ 소인 (만 4세 ~ 초등학생) / 단체 (30인 이상 동시 입장) <br />
※ 대구 시티투어 이용객 왕복 요금 20% 할인 (단, 투어당일 승차권에 한함)
화장실:있음
"
경상감영공원,41918,,,대구광역시 중구 경상감영길 99(포정동),35.8720530283,128.5923073375,"경상감영공원은 조선 선조 34년(1601) 경상감영이 있던 장소로서 대구도심 중앙에 위치한다. 1910년부터 1965년까지 경상북도 청사로 사용하였다가 청사가 다른 장소로 이전되고 난 후 대구시에서 1970년 중앙공원으로 최초 개장하였다. 이후 1997년 도시 미관을 해치는 담장을 허물고 공원 전체를 재조성함과 아울러, 대구의 역사와 관련된 문화유산을 교육의 장으로 활용하고 이를 널리 알리고 보존하기 위해 경상감영공원으로 명칭을 변경하여 오늘에 이르고 있다. 경상감영공원은 대구의 중심부에 위치한 도심 속의 정원으로 복잡한 도시생활 속에서 쌓인 피로와 스트레스를 말끔히 해소할 수 있도록 푸른 숲과 아름다운 꽃밭, 잔디광장이 잘 조성되어 있다. 무더위를 잊게 해주는 시원한 분수, 분위기 있는 공원 등과 음악, 그리고 아늑한 산책로와 벤치 등이 마련되어 있는 휴식공간으로서 대구를 찾는 외지인들이 꼭 한번 방문하면 좋은 명소이다.<br /><br />경상도 관찰사의 집무실인 선화당(유형문화재 제1호)과 처소로 사용한 징청각 (유형문화재 제2호) 그리고 관찰사의 치적이 담긴 선정비(29기) 등 대구의 역사와 관련된 문화유산이 존재한다. 선화당은 현재 남아있는 관아건물이 별로 없다는 점을 생각할 때 큰 가치를 지닌다. 정면 6칸, 측면 4칸의 단층 팔작기와집으로 주심포 양식과 익공식의 절충형 공포를 이루고 있다. <br>",,053-254-9404,1997년 10월,연중무휴,,,,,,있음<br />※ 운영시간 : 07:30~23:00 (문의 053-253-6444),불가,없음,,"주차요금:최초 30분 1,000원 / 30분 초과시 매 10분마다 500원 / 1일 주차권 10,000원
입 장 료:무료

이용가능시설:[조경시설]<br />
- 수목, 초화류 및 잔디식재<br />
- 교목류 : 40종, 1,898그루<br />
- 상록 : 소나무 등 5종 1,654그루<br />
- 낙엽 : 느티나무 등 33종 244그루<br />
- 관목류 : 연산홍 등 16종 10,726그루<br />
- 초화류 : 맥문동 등 9종 6,850포기<br />
- 분수 : 1개소<br />
- 연못 : 1개소<br />
- 파고라 : 2개소<br />
<br />
[편의시설]<br />
- 화장실 : 1개소<br />
- 지하주차장 : 1개소<br />
- 관광안내소 : 1개소<br />
- 음수전 : 3개소<br />
- 의자 : 148개<br />
- 공원등 : 85등<br />
- CCTV 설치 3대<br />
<br />
[교양시설]<br />
- 종각(육각) 1동<br />
- 선화당 1동 : 지방유형문화재 제1호<br />
- 장청각 1동 : 지방유형문화재 제2호<br />
- 관찰사 및 판관 군수 선정비 : 29기<br />
<br />
[관리실]<br />
- 관리사무소 1동<br />
- 방송시설 1식<br />
<br />
[도로 및 광장시설]<br />
- 산책로<br />
- 장독대 1개소 
화장실:있음
"
군위 아미타여래삼존 석굴,39066,,,대구광역시 군위군 부계면 남산4길 24(부계면),36.0477229041,128.6406953770,"대구광역시에서 팔공산 순환도로를 따라 한티재 정상에 올라서면 첫 발길이 닿는 곳이 군위 부계면 남산리다. 이곳에는 신라 소지왕 15년 극달화상이 창건한 삼존석굴 (일명 제2석굴암)이 있다. 국보로 지정된 삼존석굴은 깎아지른 듯한 절벽의 자연동굴에 아미타불과 대세지보살, 관음보살이 온화한 자태를 드러내고 있다. 동굴은 지상 20m 높이에 위치하며 입구는 폭 4.25m, 길이 4.3m로 1960년대말까지 세인들의 눈에 띄지 않았다가 1970년대 초 학자들에 의해 경주석굴암 보다 1세기 이상 일찍 창건된 것으로 그 모태임이 밝혀져 세계적 문화재로서의 가치성을 인정받았다.

* 군위삼존석굴
신라 소지왕 15년(493)에 극달 화상이 창건했으며 석굴은 지상에서 20m 높이에 위치하고, 굴 입구 높이는 4.25m, 굴 깊이는 4.3m, 바닥은 평면이고, 네모 반듯한 형상으로 천장은 한가운데가 제일 높고 사방 주위는 차차 낮아지는 하늘 형상이다. 석굴 내에는 본존불인 아미타불과 좌우로 대제지보살, 관음보살이 있고 본존불의 결가보좌한 모습과 깎은 머리, 얼굴 모습은 풍만하며 거대하고 엄숙한 기품이 있다. 양쪽 귀는 길고, 목은 알맞게 바르게 한 선으로 뻗어 있으며 법의를 걸친 어깨 모습은 흰 살결이 보일 것 같은 섬세하고 우아한 모습이다.
어깨는 벌어져 장대한 체구이고, 법의는 간단하면서도 예스러운 무늬로 넓은 무릎을 걸쳐 받침 자리 전면을 덮었다. 고구려에서 전해진 신라불교가 팔공산 자락에서 꽃피워지고 신라 왕도 경주로 전해져 결실을 맺었다. 팔공산 비로봉에서 뻗어 내려온 산줄기는 이곳에서 거대한 바위산 절벽을 이루었고, 이 절벽 허리 20m 높이에 남으로 향한 둥근 천연동굴에 삼존불상을 봉안하였으니 섬존석굴이라 한다. 신라의 불교 공인(법흥왕) 전 핍박받던 시대에, 숨어서 오로지 불심으로만 수도하던 곳으로, 8세기 중엽 건립된 경주 토함산 석굴암 조성의 모태가 되었다.",,054-383-8032,,연중개방,,전연령,,,00:00~24:00,주차가능,불가,불가,,"입 장 료:무료
"
동화사(대구),41007,,,대구광역시 동구 동화사1길 1(도학동),35.9903555744,128.7034886742,"대구 도심에서 동북쪽으로 22km 떨어진 팔공산 남쪽 기슭에 신라 소지왕 15년(493년)에 극달 화상이 세운 절로, 그때 이름은 유가사였으나, 흥덕왕 7년(832년)에 심지 왕사가 다시 세울 때 겨울철인데도 경내에 오동나무가 활짝 피었다고 해서 동화사라 이름을 고쳐 불렀다고 한다. 절 입구는 수목이 우거져 있고 사철 맑은 물이 폭포를 이루며 흐른다. 지금의 대웅전은 1727년에 중건한 것이며 염불암을 비롯하여 6개의 암자를 거느리고 있다. 대웅전 앞 누각에 ‘영남치영아문’이라는 현판이 있어 사명대사가 임진왜란 때 승군을 지휘한 본부가 동화사임을 알 수 있다. 한편 동화사 경내에는 통일을 기원하는 높이 33m의 통일약사여래대불을 세워 온 국민의 통일 염원을 모으고 있으며, 대구 경북지역을 관리하는 대한 불교 조계종의 9교구 본사이다.
<br>
[팔공산약사여래통일대불]
동화사 경내에 있는 석조대불이다. 이 대불은 1990년 11월 부터 조성에 착수하여 2년여의 대대적인 공사 끝에 1992년 11월 27일 점안법회를 가짐으로써 완공되었다. 불상의 총 높이는 30m이며, 그 중 좌대의 높이가 13m에 달하고 둘레는 16.5m에 이르러 세계 최대의 석불로 알려져 있다. 전북 익산에서 나오는 화강암 5천여톤이 소요되었다고 하는데, 불상에 2천톤, 좌대에 3천톤이 들어갔다고 한다. 이 불상을 조성하게 된 것은 통일에 장애가 되는 갈등을 치유해 7천만 겨레의 염원인 민족대화합이 하루 빨리 이루어지기를 바라는 뜻이 담겨져 있다고 한다.",,053-980-7900,,연중무휴,,,,,,가능,없음,불가,,"화장실:있음
주차요금:소형 2,000원 / 2.5톤 이상 및 대형버스 5,000원
한국어 안내서비스:가능
"
