명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
베를린 에스프레소 바,42838,,,대구광역시 달서구 미리샘길 821층,35.8077316489,128.5444438953,"베를린 에스프레소 바는 대구광역시 달서구 도원동에 있다. 상호에서 알 수 있듯이 주로 에스프레소를 기본으로 한 커피를 판매한다. 외관은 세련된 느낌이고, 인테리어는 고급스럽다. 대표 메뉴는 베를린 슈페너이며, 이 밖에 카페라테, 아메리카노, 레몬차, 필터 커피, 바닐라라테 등을 맛볼 수 있다. 카페 인근에 주차 공간이 없으며, 정체가 심각할 땐 매장에 도착하기 500m 전에 주차해야 편하다. 인근에 도원동 공영주차장이 있다. 파동IC에서 가깝고, 인근에 월광수변공원, 도원지 순환산책로가 있다.",010-4889-1787,,,없음,0,,11:00~18:00,월요일~화요일,베를린 슈페너,"카페라떼, 아메리카노, 레몬차, 필터커피, 바닐라라테 등",,,가능,가능,,,20200183273
산호횟집 진천점,42784,,,대구광역시 달서구 진천로16길 39 진천맛타운3층,35.8162858906,128.5255980954,"산호횟집 진천점은 대구광역시 달서구 진천동에 있다. 깔끔한 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 2인석부터 단체석까지 총 300석의 좌석이 마련되어 있다. 덕분에 데이트 코스도 좋고 단체 모임 장소로도 좋다. 대표 메뉴는 초밥 정식이다. 초밥 10개를 비롯해 샐러드, 우동, 튀김, 돈가스가 함께 나온다. 이 밖에 모둠회, 모둠 해산물, 회 정식, 매운탕 등을 맛볼 수 있다. 대구 지하철 1호선과 진천역과 유천 하이패스IC에서 가깝다. 인근에는 화원유원지, 월곡역사공원이 있다.",053-638-8805,,,있음 / 주차요금 무료,0,,11:30~22:00,연중무휴 (명절 당일 휴무),초밥정식,"모듬회, 모듬해산물, 회정식, 매운탕 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20160181571
조조칼국수 죽전직영점,42688,,,대구광역시 달서구 와룡로 169 월드마크웨스트엔드,35.8478325253,128.5367934575,"조조칼국수 죽전직영점은 대구광역시 달서구 감삼동에 있다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 동죽을 아낌없이 넣어 만든 동죽 칼국수이며 시원한 육수가 특징인 물총탕도 인기 메뉴이다. 이 밖에 낙지 해물파전 등을 맛볼 수 있다. 대구 지하철 2호선 죽전역과 성서IC에서 가깝다. 인근에는 두류 워터파크, 두류 젊음의 거리가 있다.",053-567-3334,,,있음 / 주차요금 무료,0,,10:30~22:00,연중무휴,동죽칼국수,"물총탕, 낙지해물파전 등",,,가능,가능,,"화장실:남녀구분
",20200182670
카페 엠엔티,42756,,,대구광역시 달서구 조암남로14길 52-2,35.8231212354,128.5259950934,"카페 엠엔티는 대구광역시 달서구 월성동에 있다. 모던한 느낌의 외관과 차분한 분위기의 인테리어가 돋보인다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 1층은 누구나 이용할 수 있지만, 2층은 안전사고 방지를 위해 노키즈 존으로 운영된다. 대표 메뉴는 포르투갈 에그타르트다. 이 밖에 베이컨 감자 스프, 하몽 루꼴라 바게트, 햄 치즈 크로아상, 프렌치토스트, 아이스아메리카노 등 각종 음료를 맛볼 수 있다. 브런치 메뉴는 포장해갈 수 없다. 대구 지하철 1호선 월배역과 남대구IC에서 가깝다. 인근에 미성온천, 학산공원이 있다.",053-651-0303,,,있음 / 주차요금 무료,0,,10:00~23:00(라스트 오더 22:30),연중무휴,포르투갈 에그타르트,"베이컨 감자 스프, 하몽 루꼴라 바게트, 햄 치즈 크로아상, 프렌치 토스트, 아이스아메리카노 등",,,가능,가능(브런치 메뉴 제외),,"화장실:남녀구분
",20190183812
도케비커피 본점,42990,,,대구광역시 달성군 음동길 130-15,35.6980013613,128.4882740882,"도케비커피 본점은 대구광역시 달성군 유가읍 음리에 있다. 고급스러운 느낌의 외관, 세련된 분위기를 연출하는 인테리어, 자연 친화적으로 꾸민 외부 공간이 돋보인다. 내부에는 좌식, 입식 테이블이 있고 통창이어서 밖의 나무들과 자연경관을 감상하기 좋다. 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 스페셜티 핸드드립이다. 아메리카노, 카페라떼, 땅콩크림라떼, 에스프레소, 밀크티 등도 맛볼 수 있다. 북 현풍(하이패스)IC에서 가깝고, 인근에 달성 노을공원, 세계문화유산 도동서원이 있어 들러보길 추천한다.",053-616-8253,,,있음 / 주차요금 무료,0,,10:00~20:00(라스트 오더 19:30),연중무휴,스페셜티 핸드드립,"아메리카노, 카페라떼, 땅콩크림라떼, 에스프레소, 밀크티 등",,,가능,가능,,"화장실:남녀구분
",20220241158
엄마밥상 세천점,42922,,,대구광역시 달성군 세천북로7길 8,35.8773030940,128.4772312243,"엄마밥상 세천점은 대구광역시 달성군 다사읍 세천리에 있다. 세련된 느낌의 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 어린이를 위한 놀이방이 있고 그 옆에는 놀이방에 있는 어린이를 관찰하며 식사할 수 있는 룸이 있어서 가족들이 식사하기에 좋다. 단체석도 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 평일 오전 11시 30분부터 오후 3시 30분까지 맛볼 수 있는 점심특선 엄마밥상이다. 솥 밥과 굴전 등이 나오는 엄마상차림도 인기다. 이 밖에 굴전, 고등어, 게장 등이 상에 오르는 곤드레정식 등도 맛볼 수 있다. 북다사IC에서 가깝고, 인근에 마천산산림욕장, 대한불교조계종 불은사가 있다.",0504-2015-3154,,,있음 / 주차요금 무료,0,,"11:30~21:00(브레이크 타임 15:30~17:00, 토~일요일 브레이크 타임 없음)",연중무휴,점심특선 엄마밥상,"엄마상차림, 굴밥정식, 곤드레정식, 아구찜, 가오리찜 등",,,가능,,,"화장실:남녀 구분
",20200189151
온더레일,42939,,,대구광역시 달성군 가창로93길 52,35.7554116051,128.6431977662,"온더레일은 대구광역시 달성군 가창면 주리에 있다. 고급스러운 멋을 풍기는 외관과 세련된 인테리어가 돋보인다. 카페 곳곳을 장식한 기차 모형도 눈에 띈다. 루프탑뿐만 아니라 모든 층에 설치된 통유리 밖으로 시원한 풍경이 펼쳐지는 것도 매력적이다. 대표 메뉴는 아메리카노다. 카페라떼, 카푸치노, 밀크티, 고구마라떼, 흑당라떼 등도 인기다. 이 밖에 매일 아침 구운 각종 베이커리도 맛볼 수 있다. 파동IC에서 가깝고, 인근에 워터파크 스파밸리가 있다.",010-9373-6592,,,있음 / 주차요금 무료,0,,"월~금요일 11:00~21:00, 토~일요일 11:00~22:00",수요일,아메리카노,"카페라떼, 카푸치노, 밀크티, 고구마라떼, 흑당라떼 등",,,가능,가능,,"화장실:남녀 구분
",20190189510
커피로드333/espresso&drip bar,42989,,,대구광역시 달성군 현풍로 268,35.7009312722,128.4711366270,"커피로드333/espresso&drip bar는 대구광역시 달성군 유가읍 쌍계리에 있다. 회색의 본관과 초록색 별관으로 이루어졌다. 본관 1층은 내부 좌석, 야외 테이블, 방갈로가 갖추어져 있다. 2~3층과 루프탑은 안전사고 방지를 위해 노키즈 존으로 운영된다. 대표 메뉴는 직접 재배한 복분자로 만든 수제 복분자 아이스티다. 아이스크림을 추가하면 더욱 부드럽게 즐길 수 있는 크로플, 수제 달고나, 부드러운 우유, 진한 에스프레소가 조화롭게 어우러진 달고나 카페라떼도 인기다. 이 밖에 아포가토, 오렌지 착즙주스 등도 맛볼 수 있다. 북 현풍(하이패스)IC에서 가깝고, 인근에 비슬산자연휴양림, 비슬산치유의숲이 있다.",053-614-3030,,,있음 / 주차요금 무료,0,,"월~토요일 10:00~23:00(라스트 오더 22:30), 일요일 10:00~22:00(라스트 오더 21:30)",연중무휴,수제 복분자 아이스티,"크로플, 달고나 카페라떼, 아포가토, 오렌지 착즙주스 등",,,가능,가능,,"화장실:남녀 구분
",20190189921
가원식당,41007,,,대구광역시 동구 팔공산로199길 6-3,35.9906776367,128.6968281408,"가원식당은 대구광역시 동구 용수동에 있다. 현대적인 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 토종닭으로 요리한 한방능이닭백숙과 유황오리로 만든 한방능이오리백숙이다. 한약재를 자체적으로 개발한 황금 비율로 조합해 조리한다. 이 밖에 토종닭 반 마리, 능이버섯, 도토리묵, 꼬마해물파전, 영양죽 등이 함께 나오는 한방능이닭백숙 세트 등도 맛볼 수 있다. 파군재IC에서 가깝고, 인근에 팔공산도립공원, 팔공산 자동차극장 씨네80, 대구 동화사가 있다.",053-814-0640,,,있음 / 주차요금 무료,0,,11:30~20:30(라스트 오더 19:30),화요일,한방능이닭백숙,"한방능이오리백숙, 산더미오리백숙 등",,,가능,가능,가능,"화장실:남녀 구분
",20150160312
고향차밭골,41000,,,대구광역시 동구 팔공산로 339,35.9878848728,128.6205766105,"고향차밭골은 대구광역시 동구 송정동에 있다. 문화체육관광부로부터 한국을 대표하는 소박한 한상차림으로 우수 문화 상품에 선정된 곳이다. KBS 2TV 시사 교양 프로그램 생생 정보통에도 소개되었다. 깔끔한 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 차밭골정식이다. 고등어조림, 명태조림, 보쌈, 나물, 시래기된장국 등 여러 가지 음식이 상에 오른다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 대구동화사, 팔공산케이블카가 있다.",053-981-5883,,,있음 / 주차요금 무료,0,,11:30~21:00,정해지지 않음,차밭골정식,"수육, 동동주 등",,,가능,가능,가능,"화장실:남녀 구분
",19900160181
더기네장어,41000,,,대구광역시 동구 팔공산로2길 88,35.9911899584,128.6154380824,"더기네장어는 대구광역시 동구 덕곡동에 있다. 현대적인 감각이 돋보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 전라북도 고창에서 풍천장어를 공급받아 조리한 참숯불장어구이다. 이 밖에 곤드레장어탕, 어죽칼국수, 치즈돈가스, 된장찌개 등을 맛볼 수 있다. 오후 9시까지 영업하지만, 재료가 소진되면 조기에 문을 닫으니 방문 전 전화로 문의해보는 게 좋다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 팔공산자동차극장씨네80, 대구 동화사가 있다.",053-982-2537,,,있음 / 주차요금 무료,0,,"화~금요일 11:30~21:00(브레이크 타임 15:30~17:00, 라스트 오더 20:00), 토~일요일 브레이크 타임 없음",월요일,참숯불장어구이,"곤드레장어탕, 어죽칼국수, 치즈돈가스, 된장찌개 등",,,가능,가능,가능,"화장실:남녀 구분
",20170160754
로렐트리 동촌유원지 본점,41179,,,대구광역시 동구 효동로6길 122,35.8797755284,128.6547294021,"로렐트리 동촌유원지 본점은 대구광역시 동구 효목동에 있다. 이국적인 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 수비드 포그벨리 스테이크, 스퀴드잉크 파스타, 홈메이드 리코타 과일샐러드 등이 나오는 프리미엄 set이다. 특제 버섯 크림 소스, 로스트햄, 달콤한 꿀이 어우러진 로렐 시그니처, 녹진한 베이컨 크림에 은은하고 고소한 트러플을 넣은 트리플 베이컨 까르보나라도 인기다. 이 밖에 프리미엄 부채살, 하몽 루꼴라 브라타 등을 맛볼 수 있다. 동대구IC에서 가깝고, 인근에 동촌유원지, 국립대구기상과학관, 대구 아쿠아리움이 있다.",053-719-2688,,,없음,0,,"11:30~22:00(브레이크 타임 15:00~17:00, 라스트 오더 21:00), 토~일요일 브레이크 타임 없음",연중무휴,프리미엄 set,"로렐 시그니처, 트리플 베이컨 까르보나라, 프리미엄 부채살, 하몽 루꼴라 브라타 등",,,가능,가능,,"화장실:남녀 구분
",20110160578
마고플레인비스타,41065,,,대구광역시 동구 혁신대로 104,35.8788460674,128.7081636125,"마고플레인비스타는 대구광역시 동구 율암동에 있는 디저트 카페다. 대형 단독 건물로 세련된 인테리어가 돋보인다. 독특한 테이블과 의자를 배치했고, 넓은 창을 통해 멋진 뷰를 즐길 수 있다. 단체석이 준비돼 있고 루프탑 역시 포토존으로 손색이 없다, 대표 메뉴는 단호박 라떼, 보리보리쌀 라떼, 마고 밀크티 등이고 커피와 함께 다양한 베이커리를 맛볼 수 있다. 율암 IC에서 가깝고, 인근에 팔공산 왕건길 7코스와 8코스가 있다.",053-963-2200,,,있음 / 주차요금 무료,0,,08:00~23:00,연중무휴,단호박 라떼,"보리보리쌀 라떼, 초코 라떼, 딸기 크림 라떼, 마고 밀크티 등",,,가능,가능,,"화장실:남녀 구분
",20210161585
명산한우식육식당,41000,,,대구광역시 동구 서촌로 122,35.9849907922,128.6225404072,"명산한우식육식당은 대구광역시 동구 송정동에 있는 한우구이 전문 식당이다. 넓은 정원과 주차장이 있고 17동의 황토 방갈로가 있어 단독 룸 안에서 개별 식사를 할 수 있다. 가족 모임이나 단체 회식을 할 수 있는 단체석도 있다. 대표 메뉴는 한우1++특갈비살이다. 매장에서 직접 원하는 고기를 원하는 양만큼 주문한 뒤 배정받은 식탁이나 방갈로에서 구워 먹는다. 한우육회, 모듬버섯, 냉면, 된장찌개도 맛있고 밑반찬도 푸짐하다. 식탁에 올리는 각종 채소는 직접 재배한 것을 쓴다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 대구동화사, 팔공산케이블카가 있다.
※ 반려동물 동반 불가",053-982-1999,,,있음 / 주차요금 무료,0,,11:30~21:30 (라스트 오더 20:45),"월요일( 단, 월요일이 공휴일일 경우 정상 영업, 익일 휴무)",한우1++특갈비살,"한우육회, 모듬버섯, 물냉면, 비빔냉면, 된장찌개 등",,,가능,가능,,"화장실:남녀 구분
",20060160384
벨빌베이크하우스 팔공산점,41001,,,대구광역시 동구 파계로 512,35.9778556460,128.6309537543,"벨빌베이크하우스 팔공산점은 대구광역시 동구 중대동에 있는 베이커리 & 브런치 카페다. 프랑스어로 벨빌은 ‘아름다운 마을’이라는 뜻으로 100년 된 올리브나무와 작은 정원, 그림, 명화, 가구 등을 구경할 수 있다. 다양한 커피와 음료가 있고 매일 구워내는 빵과 주문 즉시 만드는 브런치가 있다. 대표 메뉴는 클램차우더이고 리코타치즈 샐러드, 칠리 쉬림프 크림파스타도 인기 메뉴다.
2층과 루프탑은 반려견 동반이 가능하고 이동장 이용 시 1층도 입장할 수 있다. 밤이 되면 화려한 조명이 더욱 아름답다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 신숭겸장군유적지, 대구섬유박물관이 있다.
※ 반려동물 동반 가능(목줄, 배변봉투 지참)",053-984-9875,,,있음 / 주차요금 무료,0,,10:00~22:00,연중무휴,,클램차우더,,,가능,가능,,"화장실:남녀 구분
",19970160330
사파키친,41244,,,대구광역시 동구 동부로34길 10,35.8767337661,128.6309038079,"사파키친 본점은 대구광역시 동구 신천동에 있다. 대중교통을 이용한다면 대구 지하철 1호선 동대구역 2번 출구와 가깝다. 모든 메뉴는 동남아시아의 식재료를 사용해 한국인의 입맛에 맞게 만들었다. 대표 메뉴는 사골을 장시간 끓인 육수로 만든 쌀국수다. 신선한 채소와 새콤달콤한 소스로 맛을 낸 팟타이, 새우에 매콤한 칠리소스를 곁들이고 치즈를 올린 쉬림프라이스도 인기다. 이 밖에 분짜, 나시고랭, 칠리치킨 등도 맛볼 수 있다. 식당 규모가 작고 테이블이 많지 않아 대기하는 경우가 많다. 인근에 대구아쿠아리움, 해맞이공원, 국립대구기상과학관 등 관광자원이 풍부하다.",053-262-4848,,,없음,0,,화~토 11:00~22:00 (브레이크 타임 15:30~17:00 / 라스트 오더 20:30) 일요일 13:00~22:00 (브레이크 타임 15:30~17:00 / 라스트 오더 20:30),월요일,쌀국수,"팟타이, 쉬림프라이스, 분짜, 나시고랭, 칠리치킨 등",,,가능,가능,가능,"화장실:남녀 구분
",20180161233
에녹커피,41141,,,대구광역시 동구 아양로 344,35.8945847910,128.6454048100,"에녹커피는 대구광역시 동구 입석동에 있는 디저트 카페다. 대표 메뉴는 갈릭브레드와 아메리카노가 함께 나오는 세트 메뉴이고 어니언햄치즈베이글,  잉글리쉬머핀샌드위치, 생크림와플, 치즈케이크하고 아메리카노를 결합한 메뉴도 인기다. 매장이 넓고 벽면이 모두 통유리로 되어 있어 답답하지 않다.
다양한 형태의 테이블이 있어 크고 작은 모임에도 좋다, 대구 지하철 1호선 아양교역과 팔공산IC에서 가깝고 인근에 옹기종기행복마을, 국립신암선열공원이 있다.",053-985-1555,,,있음 / 주차요금 무료,0,,09:00~23:00,연중무휴,갈릭브레드+아메리카노,"어니언햄치즈베이글+아메리카노, 잉글리쉬머핀샌드위치+아메리카노, 생크림와플+아메리카노 등",,,가능,가능,,"화장실:남녀 구분
",20130160280
전농부의 풀꽃밥상,41000,,,대구광역시 동구 파계로 497,35.9766085523,128.6302566279,"전농부의 풀꽃밥상은 대구광역시 동구 중대동에 있는 한정식 전문점이다. 모든 음식은 팔공산 청정 지역에서 자란 식재료로 조리한다. 대표 메뉴는 시래기밥이 나오는 풀꽃밥상과 이슬밥상이 있고, 우엉버섯밥이 나오는 풍년밥상과 잔치밥상이 있다. 매콤쭈꾸미볶음, 코다리구이, 석쇠돼지불고기도 맛있다. 식기류가 고급스럽고 밑반찬이 정갈해서 가족모임이나 상견례, 각종 회식 자리로도 좋다. 잔치밥상은 예약이 필수다. 파군재 IC에서 가깝고, 인근에 팔공산도립공원, 대구동화사, 팔공산케이블카 등 관광자원이 풍부하다.",053-984-2002,,,있음 / 주차요금 무료,0,,11:30~21:00 (브레이크 타임 15:00~16:30 / 라스트 오더 20:15),수요일(정기휴무),풀꽃밥상,"이슬밥상, 풍년밥상, 잔치밥상 등",,,가능,,가능,"화장실:남녀 구분
",20170160241
쭈꾸미네,41171,,,대구광역시 동구 효동로6길 43,35.8822723636,128.6490603872,"쭈꾸미네는 대구광역시 동구 효목동에 있는 주꾸미 전문점이다. 대중교통을 이용한다면 대구 지하철 1호선 동천역 2번 출구가 가장 가깝다. 주꾸미 전문점답게 대표 메뉴는 ‘쭈꾸미 세트’다. 주꾸미는 매운 고춧가루로 만든 양념장에 버무려 숙성시킨 다음 강한 불에 구워 나오고  도토리묵사발, 고르곤졸라피자, 샐러드 등 다양한 음식이 함께 나온다. 주꾸미를 모두 먹은 후 남은 양념에 밥을 비벼서 먹어도 별미다. 쭈꾸미네는 동촌역과 동대구IC에서 가깝고 인근에 대구아쿠아리움, 해맞이공원, 동촌유원지가 있다.",053-939-8866,,,있음 / 주차요금 무료,0,,11:30~21:00,연중무휴,쭈꾸미세트,"쭈꾸미철판볶음, 샐러드, 고르곤졸라피자, 도토리묵사발 등",,,가능,,,"화장실:남녀 구분
",20140160254
촘촘 동촌유원지점,41179,,,대구광역시 동구 효동로6길 84-82층,35.8813086280,128.6514685352,"촘촘 동촌유원지점은 대구광역시 동구 효목동에 있는 태국 음식 전문점이다. 대표 메뉴는 직화소고기쌀국수이다. 흑후추 소스를 튀긴 라이스 페이퍼와 감자튀김에 곁들인 페퍼쉬림프, 다양한 채소와 소고기를 볶은 불맛 가득한 느어팟 남만호이, LA갈비를 넣고 태국 스타일로 만든 갈비쌀국수도 인기다. 이 밖에 팟타이, 분짜, 껌돔 등을 맛볼 수 있다. 정성이 촘촘, 즐거움이 촘촘, 행복이 촘촘이라는 슬로건을 내세워 음식에 최선을 다한다는 게 주인장의 약속이다. 대구 지하철 1호선 동촌역과 동대구 IC에서 가깝고 인근에는 대구 아쿠아리움, 해맞이공원, 동촌유원지가 있다.",053-955-4540,,,있음 / 주차요금 무료,0,,11:00~21:00 ( 브레이크 타임 15:30~17:00 / 라스트 오더 20:30),연중무휴,페퍼쉬림프,"느어팟 남만호이, 갈비쌀국수, 직화소고기쌀국수 팟타이, 분짜 등",,,가능,가능,가능,"화장실:남녀 구분
",20190162362
1997 빠리바닷가재,42217,,,대구광역시 수성구 용학로 84,35.8258920760,128.6188868368,"1997 빠리바닷가재는 대구광역시 수성구 두산동에 있는 바닷가재요리 전문점이다. 수성못과 맞닿아 있어 멋진 풍경을 감상하며 식사를 즐길 수 있고 주차장이 넓어 편리하다. 예약 상황에 따라 웨이팅이 생길 수 있다. 요리의 주재료인 바닷가재는 캐나다에서 인천공항까지 24시간 이내 직송해 신선함을 유지한다. 대표 메뉴는 바닷가재구이, 바닷가재회, 바닷가재 파스타 등이다. 1인 1메뉴 주문이 원칙이고 떡볶이, 치킨, 볶음밥, 과일 등을 가져다 먹을 수 있는 간단한 뷔페도 즐길 수 있다. 회, 구이 코스를 주문하면 마지막에 랍스터 라면이 제공된다. 단 식사 이용 시간은 1시간 20분으로 제한하고 있다.
파동 IC에서 가깝고, 인근에 아르떼 수성랜드, 수성유원지가 있어 연계 관광이 가능하다.",053-764-1997,,,있음 / 주차요금 무료,0,,11:30~22:00 ( 평일 브레이크 타임 15:00~17:00 / 라스트 오더 21:00),연중무휴,바닷가재구이,"바닷가재 회 구이 코스, 바닷가재 파스타, 바닷가재 점심특선 등",,,가능,가능,가능,"화장실:남녀 구분
",20040174280
고운곰탕,42087,,,대구광역시 수성구 달구벌대로 2474-81층,35.8582664578,128.6333846593,"고운곰탕은 대구광역시 수성구 범어동에 있다. 모던한 느낌의 외관과 깔끔한 분위기를 연출하는 인테리어가 돋보인다. 대표 메뉴는 좋은 고기와 내장을 넣어 정성껏 끓인 고운곰탕이다. 인삼, 백출, 백봉령, 감초를 넣은 사군자곰탕, 숙지황, 백작약, 천궁, 당귀가 들어간 사물곰탕도 인기다. 이 밖에 송이곰탕, 평양냉면 등을 맛볼 수 있다. 대구 지하철 2호선 수성구청역과 동대구 IC에서 가깝다. 인근에는 범어먹거리타운, 대구어린이대공원이 있다.",053-755-5969,,,없음,0,,"11:30~21:30, 브레이크 타임 15:00~17:30",일요일,고운곰탕,"사군자곰탕, 사물곰탕, 송이곰탕, 평양냉면 등",,,가능,가능,가능,"화장실:남녀 구분
",20010176515
곽옥자삼대곰탕,42172,,,대구광역시 수성구 들안로 64,35.8356187226,128.6172478216,"곽옥자삼대곰탕은 대구광역시 수성구 두산동에 있다. 곰탕과 냉면 맛집으로 이름 높아 연중 많은 사람이 찾는다. 현대적인 감각이 돋보이는 외관과 편안한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 나주곰탕이다. 이 밖에 설렁탕, 도가니탕, 육회냉면, 한우육전, 옛날식불고기, 도가니수육 등을 맛볼 수 있다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-766-3356,,,있음 / 주차요금 없음,0,,0:00~24:00,연중무휴,나주곰탕,"설렁탕, 도가니탕, 육회냉면, 한우육전, 옛날식불고기, 도가니수육 등",,,가능,가능,가능,"화장실:남녀 구분
",20130174828
다이닝슬로우라이프,42013,,,대구광역시 수성구 상록로2길 45,35.8616131496,128.6251797333,"다이닝슬로우라이프는 대구광역시 수성구 범어동에 있다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 15석의 좌석이 있으며, 단체석으로 활용할 수도 있어 각종 모임을 하기 좋다. 대표 메뉴는 직접 반죽한 감자 뇨키, 트러플 크림, 포르치니버섯, 시금치가 어우러진 트러블 감자뇨끼다. 허브 마리네이드를 가미해 숙성한 숙성 채끝 스테이크, 신선한 제철 과일과 채소에 리코타치즈를 곁들인 시즈널 스타터 샐러드도 인기다. 이 밖에 가지 멜란자네, 부라타치즈 카프레제 등도 맛볼 수 있다. 대구 지하철 2호선 범어역과 북대구 IC에서 가깝다. 인근에는 김광석다시그리기길, 관덕정 순교기념관이 있다.",053-752-2014,,,있음 / 주차요금 없음,0,,"12:00~22:00, 브레이크 타임 15:00~17:30",월요일,트러플 감자뇨끼,"숙성 채끝 스테이크, 시즈널 스타터 샐러드, 가지 멜란자네 등",,,가능,가능,가능,"화장실:남녀 구분
",20130174373
신신반점수성점,42175,,,대구광역시 수성구 무학로 111,35.8302971658,128.6206782232,"신신반점수성점은 대구광역시 수성구 두산동에 있다. 현대적인 감각이 돋보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 동해안에서 잡은 생물 참문어를 넣은 문어짬뽕이다. 적당히 칼칼한 맛이 매력적이다. 이 밖에 생물 산낙지를 넣은 산낙지짬뽕을 비롯해 짬뽕밥, 탕수육, 문어숙회, 짜장면 등을 맛볼 수 있다. 파동 IC에서 가깝고, 인근에 아르떼 수성랜드, 수성유원지가 있다.",053-763-9399,,,있음 / 주차요금 없음,0,,0:00~24:00,연중무휴,문어짬뽕,"산낙지짬뽕, 짬뽕밥, 탕수육, 문어숙회, 짜장면 등",,,가능,가능,가능,"화장실:남녀 구분
",20050174603
울진참가자미,42124,,,대구광역시 수성구 들안로 297,35.8564885763,128.6168556088,"울진참가자미는 대구광역시 수성구 들안로에 있다. KBS 2TV 시사 교양 프로그램 생생정보에 출연한 바 있다. 깔끔한 외관과 내부가 돋보인다. 대표 메뉴는 참가자미회다. 이 밖에 도다리회, 고추장비빔물회, 살얼음물회, 가자미찌개, 가자미구이 등을 맛볼 수 있다. 대구 지하철 3호선 수성시장역과 파동 IC에서 가깝다. 인근에는 대구은행 금융박물관, 범어먹거리타운, 호돌이공원이 있어 연계 여행에 나서기 쉽다.",053-744-5890,,,있음 / 주차요금 없음,0,,10:00~22:00,연중무휴,참가자미회,"도다리회, 고추장비빔물회, 살얼음물회, 가자미찌개, 가자미구이 등",,,가능,가능,,"화장실:남녀 구분
",20150174920
조조칼국수 본점,42021,,,대구광역시 수성구 국채보상로 9121층,35.8663793741,128.6304569136,"조조칼국수 본점은 대구광역시 수성구 범어동에 있다. 다수의 프로그램에 소개되었다. 예스러운 멋을 풍기는 외관과 세련된 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 동죽을 넣어 만든 물총칼국수와 물총조개탕이다. 이 밖에 푸짐한 낙지파전도 맛볼 수 있다. 동대구 IC에서 가깝고, 인근에 박물관 휴르, 국립대구기상과학관, 수성패밀리파크가 있다.",053-743-8887,,,있음 / 주차요금 없음,0,,10:30~22:00,연중무휴,물총칼국수,"물총조개탕, 낙지파전, 밤막걸리 등",,,가능,가능,,"화장실:남녀 구분
",20180176293
청통한우식육식당,42175,,,대구광역시 수성구 무학로21길 56,35.8325969133,128.6210531264,"청통한우식육식당은 대구광역시 수성구 두산동에 있다. 깔끔한 외관과 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 한우 안창 주먹시다. 이 밖에 한우 갈빗살, 한우 등심, 한우 생고기, 한우 육회, 한우 국밥 등을 맛볼 수 있다. 오전 11시부터 오후 5시까지 주문할 수 있는 점심 특선 한우 된장찌개 정식도 판다. 대구 지하철 3호선 수성못역과 파동 IC에서 가깝다. 인근에는 아르떼 수성랜드, 수성유원지가 있다.",053-768-3009,,,있음 / 주차요금 없음,0,,"11:00~22:00, 평일 브레이크 타임 15:30~17:00",일요일,한우 안창 주먹시,"한우 갈비살, 한우 등심, 한우 생고기, 한우 육회, 한우 국밥 등",,,가능,가능,가능,,20000176946
